#legend:
#N	qx	qy	re	im
0	-5	-5	55.0202	-7.27569e-14
1	-5	-4.95	35.216	-4.28352e-14
2	-5	-4.9	6.60942	6.402e-14
3	-5	-4.85	0.199221	1.7293e-14
4	-5	-4.8	2.30941	1.01066e-14
5	-5	-4.75	0.57724	1.44447e-14
6	-5	-4.7	0.205672	1.45097e-15
7	-5	-4.65	0.730665	9.48343e-15
8	-5	-4.6	0.0881148	6.80428e-15
9	-5	-4.55	0.181933	5.2458e-16
10	-5	-4.5	0.308996	3.20455e-15
11	-5	-4.45	0.00829461	-1.34558e-15
12	-5	-4.4	0.136211	1.72909e-15
13	-5	-4.35	0.122712	-1.4975e-16
14	-5	-4.3	0.00111455	2.35489e-16
15	-5	-4.25	0.0938207	1.69851e-15
16	-5	-4.2	0.0409313	-1.99276e-16
17	-5	-4.15	0.00664266	-1.33227e-16
18	-5	-4.1	0.0353739	-1.15398e-15
19	-5	-4.05	0.00351801	-4.10869e-16
20	-5	-4	1.37435e-05	-6.7394e-17
21	-5	-3.95	0.0893456	1.58792e-15
22	-5	-3.9	0.64864	-7.45532e-15
23	-5	-3.85	1.09907	2.47731e-14
24	-5	-3.8	0.509784	-1.58349e-14
25	-5	-3.75	0.000327051	-6.95711e-16
26	-5	-3.7	0.219619	1.07921e-15
27	-5	-3.65	0.142294	1.60752e-15
28	-5	-3.6	0.00980061	1.88504e-15
29	-5	-3.55	0.174983	3.10151e-15
30	-5	-3.5	0.0642319	-2.8492e-15
31	-5	-3.45	0.0348536	-6.4445e-16
32	-5	-3.4	0.164585	1.36119e-15
33	-5	-3.35	0.0268326	4.00556e-15
34	-5	-3.3	0.0709096	2.79464e-16
35	-5	-3.25	0.157522	-3.89194e-15
36	-5	-3.2	0.00419053	-6.78754e-16
37	-5	-3.15	0.141495	2.41994e-15
38	-5	-3.1	0.173342	-1.87315e-15
39	-5	-3.05	0.00291982	-1.46194e-16
40	-5	-3	0.327885	-1.01059e-14
41	-5	-2.95	0.259912	-2.88237e-15
42	-5	-2.9	0.108322	-8.74587e-15
43	-5	-2.85	2.19159	1.63827e-15
44	-5	-2.8	4.77689	-5.39317e-15
45	-5	-2.75	4.01486	-4.64591e-14
46	-5	-2.7	1.27412	-8.72301e-15
47	-5	-2.65	0.0304734	-6.72539e-15
48	-5	-2.6	0.109729	2.80416e-15
49	-5	-2.55	0.0868824	2.02889e-15
50	-5	-2.5	2.52057e-05	1.2631e-16
51	-5	-2.45	0.0344409	1.12859e-15
52	-5	-2.4	0.0191196	8.23018e-16
53	-5	-2.35	0.00130704	-4.44523e-18
54	-5	-2.3	0.020072	-3.644e-16
55	-5	-2.25	0.0070824	1.90603e-16
56	-5	-2.2	0.00478169	1.49902e-16
57	-5	-2.15	0.0222059	4.19098e-16
58	-5	-2.1	0.00387586	1.41944e-16
59	-5	-2.05	0.0153826	1.53057e-16
60	-5	-2	0.0434883	-7.48089e-16
61	-5	-1.95	0.00143148	2.99359e-16
62	-5	-1.9	0.0841137	4.17159e-15
63	-5	-1.85	0.162934	-3.32551e-15
64	-5	-1.8	0.00611683	-5.558e-16
65	-5	-1.75	1.33725	-2.2086e-14
66	-5	-1.7	5.24776	1.51904e-14
67	-5	-1.65	7.34823	6.94355e-15
68	-5	-1.6	4.10774	-3.10841e-16
69	-5	-1.55	0.391619	1.4365e-14
70	-5	-1.5	0.318605	-1.82933e-15
71	-5	-1.45	0.661178	-8.11007e-15
72	-5	-1.4	0.0367876	-3.35994e-16
73	-5	-1.35	0.275014	8.01682e-15
74	-5	-1.3	0.355061	4.49046e-15
75	-5	-1.25	4.02542e-05	1.32067e-16
76	-5	-1.2	0.323937	-1.01499e-15
77	-5	-1.15	0.238927	-1.471e-14
78	-5	-1.1	0.0291815	2.49233e-15
79	-5	-1.05	0.460484	8.90769e-15
80	-5	-1	0.184916	-6.24169e-15
81	-5	-0.95	0.134531	1.11425e-15
82	-5	-0.9	0.702973	1.02133e-15
83	-5	-0.85	0.122511	-1.48902e-15
84	-5	-0.8	0.531904	1.64014e-15
85	-5	-0.75	1.49851	-1.188e-14
86	-5	-0.7	0.0464016	-2.6733e-15
87	-5	-0.65	4.05333	1.28204e-13
88	-5	-0.6	16.6046	-1.06835e-13
89	-5	-0.55	21.0119	-2.68706e-15
90	-5	-0.5	10.751	1.58525e-14
91	-5	-0.45	1.35851	-2.00134e-14
92	-5	-0.4	0.151693	-2.21087e-15
93	-5	-0.35	0.544567	2.37458e-15
94	-5	-0.3	0.06736	1.77596e-15
95	-5	-0.25	0.0537202	5.8007e-16
96	-5	-0.2	0.0808437	7.32617e-16
97	-5	-0.15	0.00260953	-5.05111e-16
98	-5	-0.1	0.0104979	4.62014e-16
99	-5	-0.05	0.00432132	8.27246e-18
100	-5	0	0.000158707	2.85362e-17
101	-5	0.05	0.00460772	-1.23396e-17
102	-5	0.1	0.0108756	-7.45115e-16
103	-5	0.15	0.00267059	1.06301e-16
104	-5	0.2	0.0821831	-6.19865e-16
105	-5	0.25	0.054374	3.82153e-15
106	-5	0.3	0.0679676	-3.03831e-15
107	-5	0.35	0.548157	8.51865e-15
108	-5	0.4	0.152393	8.65931e-16
109	-5	0.45	1.3625	-5.78046e-14
110	-5	0.5	10.7667	5.46106e-14
111	-5	0.55	21.0147	3.76448e-14
112	-5	0.6	16.5864	3.04735e-13
113	-5	0.65	4.04416	6.59974e-14
114	-5	0.7	0.0462436	1.74017e-15
115	-5	0.75	1.49167	-1.21345e-14
116	-5	0.8	0.528818	-6.09159e-15
117	-5	0.85	0.121629	-5.3088e-15
118	-5	0.9	0.696689	-3.90588e-15
119	-5	0.95	0.132999	-1.53781e-15
120	-5	1	0.182036	2.95475e-15
121	-5	1.05	0.448575	6.69083e-15
122	-5	1.1	0.0257016	2.1884e-15
123	-5	1.15	0.24665	1.83588e-15
124	-5	1.2	0.327693	-2.92485e-15
125	-5	1.25	4.04889e-05	-8.26813e-17
126	-5	1.3	0.35618	-5.83405e-15
127	-5	1.35	0.275468	5.49083e-16
128	-5	1.4	0.0368151	4.34871e-15
129	-5	1.45	0.661315	3.49924e-15
130	-5	1.5	0.318577	5.11824e-15
131	-5	1.55	0.391539	-2.33841e-15
132	-5	1.6	4.10699	-8.91624e-15
133	-5	1.65	7.3478	-1.91848e-14
134	-5	1.7	5.2485	-1.79257e-14
135	-5	1.75	1.33775	-1.06934e-14
136	-5	1.8	0.00612048	-3.73378e-16
137	-5	1.85	0.163052	3.92995e-15
138	-5	1.9	0.0841678	-1.42054e-15
139	-5	1.95	0.00143173	2.90566e-17
140	-5	2	0.0434448	-2.06293e-15
141	-5	2.05	0.0153296	-2.96594e-16
142	-5	2.1	0.00384272	-3.57765e-16
143	-5	2.15	0.0217369	-7.04081e-17
144	-5	2.2	0.00437844	-4.20085e-16
145	-5	2.25	0.00767579	-4.68072e-16
146	-5	2.3	0.0207462	7.14468e-16
147	-5	2.35	0.00133445	6.39679e-19
148	-5	2.4	0.0193966	-2.94881e-16
149	-5	2.45	0.0347933	-2.51307e-16
150	-5	2.5	2.53857e-05	3.26844e-16
151	-5	2.55	0.0873015	-2.69233e-15
152	-5	2.6	0.110066	-7.81357e-16
153	-5	2.65	0.0305277	4.30688e-16
154	-5	2.7	1.27521	8.28708e-15
155	-5	2.75	4.01578	1.8275e-14
156	-5	2.8	4.7762	1.021e-14
157	-5	2.85	2.19093	-3.02067e-14
158	-5	2.9	0.108292	7.98148e-15
159	-5	2.95	0.259893	1.81208e-16
160	-5	3	0.327983	2.53254e-15
161	-5	3.05	0.00292232	-2.05023e-16
162	-5	3.1	0.173629	6.88804e-16
163	-5	3.15	0.141895	3.29391e-16
164	-5	3.2	0.00421029	-7.58855e-16
165	-5	3.25	0.158873	-5.117e-16
166	-5	3.3	0.0725872	1.3592e-15
167	-5	3.35	0.0257542	7.6729e-16
168	-5	3.4	0.162854	2.96299e-15
169	-5	3.45	0.0346615	-2.24083e-15
170	-5	3.5	0.0640225	-2.47645e-15
171	-5	3.55	0.174653	-3.98531e-16
172	-5	3.6	0.00979158	8.0296e-16
173	-5	3.65	0.142265	-2.1272e-15
174	-5	3.7	0.219693	2.45394e-15
175	-5	3.75	0.000327278	5.4518e-16
176	-5	3.8	0.510211	-3.55818e-15
177	-5	3.85	1.09976	-3.20009e-15
178	-5	3.9	0.648395	2.41487e-15
179	-5	3.95	0.0889565	-1.91739e-15
180	-5	4	8.69454e-06	-1.16226e-17
181	-5	4.05	0.00356786	-1.14969e-16
182	-5	4.1	0.0357264	1.50834e-16
183	-5	4.15	0.00670055	-6.83481e-17
184	-5	4.2	0.0412654	-6.96882e-16
185	-5	4.25	0.0945581	-2.21012e-15
186	-5	4.3	0.00112309	4.84595e-16
187	-5	4.35	0.123632	-2.06666e-15
188	-5	4.4	0.137216	1.07332e-15
189	-5	4.45	0.00834676	1.94449e-15
190	-5	4.5	0.311056	-3.35895e-15
191	-5	4.55	0.183099	1.3126e-14
192	-5	4.6	0.0886483	-3.82806e-15
193	-5	4.65	0.734777	7.63127e-15
194	-5	4.7	0.206726	9.9365e-16
195	-5	4.75	0.579857	-1.09618e-14
196	-5	4.8	2.3183	1.26755e-14
197	-5	4.85	0.199832	1.28134e-14
198	-5	4.9	6.62372	-6.29751e-14
199	-5	4.95	35.256	1.46581e-14
200	-5	5	55.0177	-5.99815e-14
201	-4.95	-5	35.213	-2.55607e-14
202	-4.95	-4.95	22.7992	2.36918e-13
203	-4.95	-4.9	4.30819	2.277e-15
204	-4.95	-4.85	0.130106	-6.54147e-15
205	-4.95	-4.8	1.50271	1.79498e-14
206	-4.95	-4.75	0.371614	-2.4255e-14
207	-4.95	-4.7	0.129708	1.40755e-15
208	-4.95	-4.65	0.444268	-4.84968e-15
209	-4.95	-4.6	0.0501105	-1.12505e-15
210	-4.95	-4.55	0.0898107	4.70045e-15
211	-4.95	-4.5	0.0971069	2.39453e-15
212	-4.95	-4.45	0.016474	-1.14271e-15
213	-4.95	-4.4	0.227024	4.26781e-15
214	-4.95	-4.35	0.136827	-4.45069e-15
215	-4.95	-4.3	0.00107555	1.68268e-16
216	-4.95	-4.25	0.0832461	1.62956e-15
217	-4.95	-4.2	0.0339891	-3.34802e-17
218	-4.95	-4.15	0.00514827	3.12814e-16
219	-4.95	-4.1	0.0249472	1.18135e-16
220	-4.95	-4.05	0.00218197	-4.49597e-16
221	-4.95	-4	0.002311	4.53717e-16
222	-4.95	-3.95	0.140978	-3.44473e-15
223	-4.95	-3.9	0.75375	-5.68282e-15
224	-4.95	-3.85	1.142	1.80717e-14
225	-4.95	-3.8	0.498273	2.87899e-15
226	-4.95	-3.75	0.000306808	4.1551e-16
227	-4.95	-3.7	0.199644	5.81995e-15
228	-4.95	-3.65	0.125952	4.06528e-15
229	-4.95	-3.6	0.00846545	2.56717e-15
230	-4.95	-3.55	0.147537	5.0778e-15
231	-4.95	-3.5	0.0528106	-3.29064e-15
232	-4.95	-3.45	0.0279525	-1.68437e-15
233	-4.95	-3.4	0.133278	1.40226e-15
234	-4.95	-3.35	0.0620744	-3.66894e-16
235	-4.95	-3.3	0.149096	-3.95118e-15
236	-4.95	-3.25	0.179941	7.73032e-15
237	-4.95	-3.2	0.00416268	-9.7344e-16
238	-4.95	-3.15	0.132159	-3.46433e-15
239	-4.95	-3.1	0.156184	4.99344e-15
240	-4.95	-3.05	0.00256746	1.09873e-15
241	-4.95	-3	0.283196	-5.85643e-16
242	-4.95	-2.95	0.221443	4.2463e-15
243	-4.95	-2.9	0.0913428	-7.87482e-15
244	-4.95	-2.85	1.8348	-6.59616e-15
245	-4.95	-2.8	3.98403	-7.69324e-15
246	-4.95	-2.75	3.34992	6.39636e-15
247	-4.95	-2.7	1.06973	-7.56543e-15
248	-4.95	-2.65	0.0259611	-2.52372e-15
249	-4.95	-2.6	0.0960579	-8.64803e-16
250	-4.95	-2.55	0.0796808	-1.35356e-15
251	-4.95	-2.5	2.49568e-05	2.73392e-16
252	-4.95	-2.45	0.0386084	1.59634e-15
253	-4.95	-2.4	0.0262353	-1.33205e-16
254	-4.95	-2.35	0.0025253	3.18105e-17
255	-4.95	-2.3	0.0740448	2.5557e-15
256	-4.95	-2.25	0.139456	4.01111e-16
257	-4.95	-2.2	0.115662	-1.05124e-16
258	-4.95	-2.15	0.0522817	1.66425e-16
259	-4.95	-2.1	0.00429259	-7.79108e-17
260	-4.95	-2.05	0.0133093	7.13579e-16
261	-4.95	-2	0.0351067	7.14706e-16
262	-4.95	-1.95	0.00114132	3.61831e-16
263	-4.95	-1.9	0.0673117	2.58375e-15
264	-4.95	-1.85	0.131255	3.13329e-15
265	-4.95	-1.8	0.00495632	7.33777e-16
266	-4.95	-1.75	1.08838	1.94414e-14
267	-4.95	-1.7	4.2864	1.9301e-14
268	-4.95	-1.65	6.02263	-2.22837e-15
269	-4.95	-1.6	3.38039	-5.93491e-14
270	-4.95	-1.55	0.324052	3.14945e-15
271	-4.95	-1.5	0.265714	-1.7001e-14
272	-4.95	-1.45	0.557747	-2.55374e-15
273	-4.95	-1.4	0.0315586	4.40356e-15
274	-4.95	-1.35	0.241994	-1.04381e-14
275	-4.95	-1.3	0.325333	-1.10242e-15
276	-4.95	-1.25	3.96016e-05	3.04167e-16
277	-4.95	-1.2	0.370626	-5.21063e-15
278	-4.95	-1.15	0.452191	4.48697e-17
279	-4.95	-1.1	0.0848263	-1.14788e-14
280	-4.95	-1.05	0.209953	-3.59229e-16
281	-4.95	-1	0.10137	-5.48284e-15
282	-4.95	-0.95	0.0808898	1.2391e-15
283	-4.95	-0.9	0.445565	1.17531e-15
284	-4.95	-0.85	0.0803609	5.73134e-15
285	-4.95	-0.8	0.357511	-1.37943e-14
286	-4.95	-0.75	1.02589	-9.07067e-15
287	-4.95	-0.7	0.0322263	-2.14195e-16
288	-4.95	-0.65	2.84717	6.562e-15
289	-4.95	-0.6	11.7659	-3.77025e-14
290	-4.95	-0.55	14.9808	-1.15757e-14
291	-4.95	-0.5	7.68908	-2.36945e-15
292	-4.95	-0.45	0.970699	-6.92696e-15
293	-4.95	-0.4	0.107636	9.29758e-17
294	-4.95	-0.35	0.379932	4.82753e-15
295	-4.95	-0.3	0.0453927	-4.39668e-15
296	-4.95	-0.25	0.033739	9.31763e-17
297	-4.95	-0.2	0.0435281	-8.87398e-16
298	-4.95	-0.15	0.000936768	1.34639e-16
299	-4.95	-0.1	0.000943373	-2.31911e-17
300	-4.95	-0.05	0.0211276	-1.02363e-15
301	-4.95	0	0.0693147	-4.53717e-16
302	-4.95	0.05	0.0348298	4.69907e-17
303	-4.95	0.1	0.00141904	1.24415e-16
304	-4.95	0.15	0.000404665	-6.48814e-17
305	-4.95	0.2	0.0270317	-2.30783e-16
306	-4.95	0.25	0.024585	1.04339e-15
307	-4.95	0.3	0.0363285	-6.43474e-18
308	-4.95	0.35	0.324422	4.46504e-15
309	-4.95	0.4	0.0965681	6.01431e-15
310	-4.95	0.45	0.90671	-6.54517e-15
311	-4.95	0.5	7.43411	3.39417e-14
312	-4.95	0.55	14.9342	5.22473e-14
313	-4.95	0.6	12.0634	2.06882e-14
314	-4.95	0.65	2.99772	-4.65553e-14
315	-4.95	0.7	0.0348232	4.78838e-15
316	-4.95	0.75	1.13824	-2.44818e-14
317	-4.95	0.8	0.408029	9.58985e-15
318	-4.95	0.85	0.0947259	-1.62743e-15
319	-4.95	0.9	0.546894	1.07372e-14
320	-4.95	0.95	0.105176	-3.98904e-15
321	-4.95	1	0.145538	-2.05573e-15
322	-4.95	1.05	0.376503	-1.67386e-14
323	-4.95	1.1	0.0875462	-6.95364e-16
324	-4.95	1.15	0.286321	-9.01566e-15
325	-4.95	1.2	0.300171	-3.01497e-15
326	-4.95	1.25	3.54008e-05	3.88036e-16
327	-4.95	1.3	0.305895	-1.0465e-14
328	-4.95	1.35	0.234308	-1.22187e-15
329	-4.95	1.4	0.0311051	3.2092e-15
330	-4.95	1.45	0.555563	-7.77206e-15
331	-4.95	1.5	0.266145	7.29436e-15
332	-4.95	1.55	0.325199	1.26893e-14
333	-4.95	1.6	3.39018	-2.64832e-14
334	-4.95	1.65	6.02731	-9.6324e-15
335	-4.95	1.7	4.28039	-2.262e-14
336	-4.95	1.75	1.08667	1.64664e-15
337	-4.95	1.8	0.00497386	1.21175e-15
338	-4.95	1.85	0.133773	3.49091e-16
339	-4.95	1.9	0.0709428	-2.01716e-15
340	-4.95	1.95	0.00127998	7.35046e-16
341	-4.95	2	0.0435823	2.44835e-16
342	-4.95	2.05	0.0190273	2.22814e-15
343	-4.95	2.1	0.00703642	3.64942e-17
344	-4.95	2.15	0.0853076	-1.89152e-15
345	-4.95	2.2	0.14083	-3.79753e-16
346	-4.95	2.25	0.106077	-1.53629e-15
347	-4.95	2.3	0.0396372	1.14706e-15
348	-4.95	2.35	0.00125272	1.25377e-16
349	-4.95	2.4	0.0145069	-5.22e-16
350	-4.95	2.45	0.0249602	-1.04714e-15
351	-4.95	2.5	1.85463e-05	-8.11634e-17
352	-4.95	2.55	0.0658785	1.42037e-15
353	-4.95	2.6	0.0857012	-1.14904e-16
354	-4.95	2.65	0.024398	6.46868e-16
355	-4.95	2.7	1.04012	-4.12899e-15
356	-4.95	2.75	3.32615	6.17633e-15
357	-4.95	2.8	4.00114	3.65272e-15
358	-4.95	2.85	1.85067	6.20274e-15
359	-4.95	2.9	0.0920293	-5.58902e-15
360	-4.95	2.95	0.221869	-3.85134e-15
361	-4.95	3	0.281043	-1.97535e-15
362	-4.95	3.05	0.00251339	-5.03829e-17
363	-4.95	3.1	0.150066	-3.29538e-15
364	-4.95	3.15	0.123699	6.53391e-15
365	-4.95	3.2	0.00374332	1.13798e-16
366	-4.95	3.25	0.150565	-1.8038e-15
367	-4.95	3.3	0.107612	3.08109e-16
368	-4.95	3.35	0.0731142	-9.3777e-16
369	-4.95	3.4	0.162345	-4.56449e-16
370	-4.95	3.45	0.0313685	-2.53326e-15
371	-4.95	3.5	0.0566341	1.34881e-15
372	-4.95	3.55	0.153738	-2.52986e-15
373	-4.95	3.6	0.00864599	-1.72466e-15
374	-4.95	3.65	0.126775	-1.01794e-15
375	-4.95	3.7	0.198872	-8.05172e-16
376	-4.95	3.75	0.000303657	-6.06936e-16
377	-4.95	3.8	0.492164	3.33574e-15
378	-4.95	3.85	1.1324	1.64151e-14
379	-4.95	3.9	0.756872	4.11303e-16
380	-4.95	3.95	0.144362	5.78357e-16
381	-4.95	4	0.00166331	2.93602e-17
382	-4.95	4.05	0.000799645	3.09648e-17
383	-4.95	4.1	0.0169317	-2.72265e-16
384	-4.95	4.15	0.00391615	1.60505e-16
385	-4.95	4.2	0.0270627	3.32156e-16
386	-4.95	4.25	0.0680332	1.36566e-16
387	-4.95	4.3	0.000896727	2.15236e-16
388	-4.95	4.35	0.116529	2.11103e-15
389	-4.95	4.4	0.200433	-3.3148e-15
390	-4.95	4.45	0.0178563	9.51019e-16
391	-4.95	4.5	0.0730119	2.60742e-15
392	-4.95	4.55	0.0730102	2.04914e-16
393	-4.95	4.6	0.0419143	-2.49462e-15
394	-4.95	4.65	0.379208	-1.6443e-15
395	-4.95	4.7	0.112769	-3.54057e-16
396	-4.95	4.75	0.329142	4.46518e-15
397	-4.95	4.8	1.35754	2.18913e-15
398	-4.95	4.85	0.120103	3.52504e-15
399	-4.95	4.9	4.07331	7.09164e-15
400	-4.95	4.95	22.1425	-1.11113e-13
401	-4.95	5	35.253	3.64586e-14
402	-4.9	-5	6.60703	-1.16635e-14
403	-4.9	-4.95	4.32981	2.96654e-14
404	-4.9	-4.9	0.824711	-2.45028e-14
405	-4.9	-4.85	0.0250017	-4.24916e-15
406	-4.9	-4.8	0.288539	2.43386e-15
407	-4.9	-4.75	0.0708855	-2.79199e-15
408	-4.9	-4.7	0.0243748	-4.40706e-16
409	-4.9	-4.65	0.0811088	-3.32494e-15
410	-4.9	-4.6	0.00864035	-4.21971e-17
411	-4.9	-4.55	0.0135367	9.00712e-16
412	-4.9	-4.5	0.00849309	5.90543e-16
413	-4.9	-4.45	0.0181714	-2.77074e-15
414	-4.9	-4.4	0.0775066	-2.01922e-16
415	-4.9	-4.35	0.0387772	8.14192e-16
416	-4.9	-4.3	0.000282175	1.95937e-16
417	-4.9	-4.25	0.0209013	-2.28767e-16
418	-4.9	-4.2	0.00828668	-3.0427e-16
419	-4.9	-4.15	0.00123331	-1.13885e-16
420	-4.9	-4.1	0.00611361	-1.84141e-16
421	-4.9	-4.05	0.000785306	-1.63498e-17
422	-4.9	-4	0.00187352	4.60135e-17
423	-4.9	-3.95	0.0541319	-1.00514e-15
424	-4.9	-3.9	0.235956	-3.68802e-16
425	-4.9	-3.85	0.330316	-1.97945e-15
426	-4.9	-3.8	0.138508	4.41734e-15
427	-4.9	-3.75	8.33787e-05	1.85225e-16
428	-4.9	-3.7	0.0535505	-1.44203e-15
429	-4.9	-3.65	0.033573	1.00861e-15
430	-4.9	-3.6	0.00225727	-2.79421e-16
431	-4.9	-3.55	0.0397125	-1.55327e-15
432	-4.9	-3.5	0.0145977	-6.26886e-16
433	-4.9	-3.45	0.00828941	-8.02873e-16
434	-4.9	-3.4	0.0495369	-2.77556e-17
435	-4.9	-3.35	0.0474925	-5.26662e-16
436	-4.9	-3.3	0.0614405	6.04117e-17
437	-4.9	-3.25	0.0508623	-6.85086e-16
438	-4.9	-3.2	0.00106942	4.47949e-16
439	-4.9	-3.15	0.0327877	3.75134e-17
440	-4.9	-3.1	0.0381013	-4.9071e-16
441	-4.9	-3.05	0.000620239	-5.76362e-17
442	-4.9	-3	0.0679835	-7.46798e-17
443	-4.9	-2.95	0.0529436	8.92428e-16
444	-4.9	-2.9	0.0217935	4.77153e-15
445	-4.9	-2.85	0.437911	7.80183e-15
446	-4.9	-2.8	0.954441	-5.88388e-15
447	-4.9	-2.75	0.809795	1.26559e-14
448	-4.9	-2.7	0.263086	-5.87161e-16
449	-4.9	-2.65	0.00657864	7.96108e-16
450	-4.9	-2.6	0.0255567	-1.4553e-15
451	-4.9	-2.55	0.0228475	1.23703e-15
452	-4.9	-2.5	7.9708e-06	1.78243e-17
453	-4.9	-2.45	0.0142403	-3.40613e-16
454	-4.9	-2.4	0.0115469	-2.0383e-17
455	-4.9	-2.35	0.0013557	2.95987e-16
456	-4.9	-2.3	0.0486512	2.14184e-15
457	-4.9	-2.25	0.108461	2.00313e-15
458	-4.9	-2.2	0.0942722	1.57496e-15
459	-4.9	-2.15	0.0347391	1.33513e-15
460	-4.9	-2.1	0.00189147	1.45435e-16
461	-4.9	-2.05	0.00408591	1.95633e-16
462	-4.9	-2	0.00892337	-1.05731e-16
463	-4.9	-1.95	0.00027108	-3.28513e-17
464	-4.9	-1.9	0.0157365	1.83425e-16
465	-4.9	-1.85	0.0307087	1.02099e-16
466	-4.9	-1.8	0.00116418	2.07267e-16
467	-4.9	-1.75	0.256438	-2.29039e-15
468	-4.9	-1.7	1.01149	-5.21537e-15
469	-4.9	-1.65	1.42182	-1.0797e-14
470	-4.9	-1.6	0.798077	2.51896e-14
471	-4.9	-1.55	0.0765384	-6.35146e-15
472	-4.9	-1.5	0.0628612	-1.34583e-15
473	-4.9	-1.45	0.132443	1.91462e-16
474	-4.9	-1.4	0.00754766	-1.01467e-15
475	-4.9	-1.35	0.0586151	4.07443e-16
476	-4.9	-1.3	0.0805871	3.54644e-15
477	-4.9	-1.25	1.02291e-05	4.30591e-17
478	-4.9	-1.2	0.104733	2.29981e-15
479	-4.9	-1.15	0.164866	-4.14117e-15
480	-4.9	-1.1	0.072462	-3.4012e-16
481	-4.9	-1.05	0.0563402	-3.21793e-15
482	-4.9	-1	0.0209552	-2.64572e-16
483	-4.9	-0.95	0.0163729	-2.59341e-17
484	-4.9	-0.9	0.0906033	-3.96397e-15
485	-4.9	-0.85	0.0164644	1.06576e-15
486	-4.9	-0.8	0.0737633	-1.67141e-16
487	-4.9	-0.75	0.212941	1.61954e-15
488	-4.9	-0.7	0.0067225	1.90006e-16
489	-4.9	-0.65	0.596289	1.64086e-14
490	-4.9	-0.6	2.47126	-8.87213e-15
491	-4.9	-0.55	3.15139	-2.34469e-15
492	-4.9	-0.5	1.61714	4.27897e-14
493	-4.9	-0.45	0.203581	2.36383e-15
494	-4.9	-0.4	0.022419	-7.22577e-16
495	-4.9	-0.35	0.0780519	1.95194e-15
496	-4.9	-0.3	0.00908208	-5.37076e-16
497	-4.9	-0.25	0.00640712	-5.14568e-16
498	-4.9	-0.2	0.00739125	6.30843e-17
499	-4.9	-0.15	0.000127602	-1.10727e-16
500	-4.9	-0.1	0.00117012	-1.43388e-16
501	-4.9	-0.05	0.0203604	-5.87516e-17
502	-4.9	0	0.0495665	-2.85275e-16
503	-4.9	0.05	0.0306551	-2.3417e-16
504	-4.9	0.1	0.00330975	-5.6617e-17
505	-4.9	0.15	7.76934e-05	3.37187e-18
506	-4.9	0.2	0.00315984	4.71899e-17
507	-4.9	0.25	0.00362569	6.94052e-17
508	-4.9	0.3	0.00613534	3.41285e-16
509	-4.9	0.35	0.059366	2.44271e-17
510	-4.9	0.4	0.0186167	8.19809e-16
511	-4.9	0.45	0.181312	-6.40845e-15
512	-4.9	0.5	1.52766	-1.75454e-14
513	-4.9	0.55	3.13497	-1.33552e-15
514	-4.9	0.6	2.57661	-3.61631e-14
515	-4.9	0.65	0.649723	-1.0768e-14
516	-4.9	0.7	0.00764489	-4.92206e-16
517	-4.9	0.75	0.252824	5.36259e-15
518	-4.9	0.8	0.091662	1.71068e-15
519	-4.9	0.85	0.0215355	-4.844e-16
520	-4.9	0.9	0.126154	-2.70838e-15
521	-4.9	0.95	0.0248035	-1.10864e-15
522	-4.9	1	0.0359707	-1.54087e-15
523	-4.9	1.05	0.109628	3.24009e-15
524	-4.9	1.1	0.0634344	3.39505e-15
525	-4.9	1.15	0.0998211	-2.26735e-15
526	-4.9	1.2	0.0786855	-3.40461e-16
527	-4.9	1.25	8.72033e-06	3.28795e-16
528	-4.9	1.3	0.073776	7.25049e-16
529	-4.9	1.35	0.0559947	-1.72778e-16
530	-4.9	1.4	0.00739834	8.70246e-16
531	-4.9	1.45	0.131758	-4.22644e-16
532	-4.9	1.5	0.0629865	1.05384e-17
533	-4.9	1.55	0.0768329	-2.33524e-15
534	-4.9	1.6	0.800035	8.52244e-15
535	-4.9	1.65	1.42225	-5.95561e-15
536	-4.9	1.7	1.01249	9.94755e-15
537	-4.9	1.75	0.259026	-1.00509e-14
538	-4.9	1.8	0.00120704	5.96745e-17
539	-4.9	1.85	0.0336686	-4.82557e-16
540	-4.9	1.9	0.0190918	1.09632e-15
541	-4.9	1.95	0.000384865	2.30588e-16
542	-4.9	2	0.015419	7.4025e-16
543	-4.9	2.05	0.00828265	7.4682e-16
544	-4.9	2.1	0.00384627	-7.77373e-17
545	-4.9	2.15	0.0577436	1.32732e-15
546	-4.9	2.2	0.111471	3.97685e-17
547	-4.9	2.25	0.0860635	9.87903e-16
548	-4.9	2.3	0.0259943	1.39927e-16
549	-4.9	2.35	0.000534619	-1.04344e-16
550	-4.9	2.4	0.0041459	7.07984e-17
551	-4.9	2.45	0.00583239	2.44032e-16
552	-4.9	2.5	4.12115e-06	-3.20924e-18
553	-4.9	2.55	0.0147753	-8.51749e-17
554	-4.9	2.6	0.0196597	2.25514e-17
555	-4.9	2.65	0.00571197	-7.45931e-17
556	-4.9	2.7	0.247088	-3.86645e-15
557	-4.9	2.75	0.797263	1.43181e-15
558	-4.9	2.8	0.963251	9.58322e-15
559	-4.9	2.85	0.445907	4.76513e-15
560	-4.9	2.9	0.0221328	5.56767e-15
561	-4.9	2.95	0.0531503	4.50096e-16
562	-4.9	3	0.0669554	-1.33633e-15
563	-4.9	3.05	0.000594788	3.32043e-16
564	-4.9	3.1	0.0352581	4.16462e-16
