#legend:
#N	qx	qy	re	im
0	-5	-5	0.237115	-1.06181e-14
1	-5	-4.95	0.0545225	3.71318e-16
2	-5	-4.9	0.269999	1.42568e-14
3	-5	-4.85	0.374613	-1.1961e-14
4	-5	-4.8	0.0423651	7.15972e-15
5	-5	-4.75	0.225601	-1.13202e-14
6	-5	-4.7	0.897583	1.48106e-15
7	-5	-4.65	0.786957	1.13112e-14
8	-5	-4.6	0.183454	9.0759e-15
9	-5	-4.55	0.105608	-2.32358e-15
10	-5	-4.5	0.210741	-7.79585e-16
11	-5	-4.45	0.151829	-8.49624e-16
12	-5	-4.4	0.147114	-7.38905e-16
13	-5	-4.35	0.0852815	-6.28967e-16
14	-5	-4.3	0.195354	1.08189e-14
15	-5	-4.25	0.719498	6.93261e-15
16	-5	-4.2	0.859604	7.80409e-16
17	-5	-4.15	0.309348	-7.17109e-15
18	-5	-4.1	0.00117123	5.24797e-16
19	-5	-4.05	0.143181	1.25273e-15
20	-5	-4	0.112776	-2.61137e-15
21	-5	-3.95	0.000319678	2.64545e-18
22	-5	-3.9	0.0690587	-2.93524e-15
23	-5	-3.85	0.0452708	1.39593e-15
24	-5	-3.8	0.0208682	1.28239e-15
25	-5	-3.75	0.270751	-5.02541e-15
26	-5	-3.7	0.360866	3.81323e-15
27	-5	-3.65	0.0879297	1.70823e-15
28	-5	-3.6	0.0425338	8.50882e-17
29	-5	-3.55	0.238008	1.23582e-15
30	-5	-3.5	0.142616	1.35152e-15
31	-5	-3.45	0.000473866	1.45543e-16
32	-5	-3.4	0.104367	9.57524e-16
33	-5	-3.35	0.075695	4.59268e-16
34	-5	-3.3	0.0243558	8.24254e-16
35	-5	-3.25	0.236404	1.14414e-15
36	-5	-3.2	0.209072	5.49504e-15
37	-5	-3.15	0.00134673	2.88398e-16
38	-5	-3.1	0.310689	-5.80352e-16
39	-5	-3.05	0.627436	-2.58947e-15
40	-5	-3	0.290758	-2.15297e-15
41	-5	-2.95	0.000608223	-2.79941e-16
42	-5	-2.9	0.117184	2.70426e-15
43	-5	-2.85	0.0994292	5.39759e-16
44	-5	-2.8	0.0183199	5.6127e-16
45	-5	-2.75	0.189267	1.58272e-15
46	-5	-2.7	0.328085	4.0665e-15
47	-5	-2.65	0.239342	8.6463e-16
48	-5	-2.6	0.0974312	-2.9863e-15
49	-5	-2.55	0.0227616	-5.60923e-16
50	-5	-2.5	0.00265925	2.59797e-16
51	-5	-2.45	0.0128787	-4.37476e-16
52	-5	-2.4	0.0880217	-2.69071e-15
53	-5	-2.35	0.165998	-1.53495e-15
54	-5	-2.3	0.112055	-1.5784e-15
55	-5	-2.25	0.0532694	-2.81069e-16
56	-5	-2.2	0.106585	-5.91215e-16
57	-5	-2.15	0.0966921	-1.97835e-15
58	-5	-2.1	0.0206077	4.6959e-16
59	-5	-2.05	0.0175192	-5.26163e-17
60	-5	-2	0.0138874	-1.08161e-15
61	-5	-1.95	0.0221103	9.52157e-16
62	-5	-1.9	0.11503	-8.1377e-16
63	-5	-1.85	0.148242	3.01083e-15
64	-5	-1.8	0.11297	1.1947e-15
65	-5	-1.75	0.131774	4.56026e-16
66	-5	-1.7	0.107323	-2.72821e-16
67	-5	-1.65	0.0491439	8.1444e-16
68	-5	-1.6	0.124343	1.87834e-15
69	-5	-1.55	0.185576	7.89483e-16
70	-5	-1.5	0.0844683	1.75655e-15
71	-5	-1.45	0.0503538	2.49984e-15
72	-5	-1.4	0.147889	7.77069e-16
73	-5	-1.35	0.127457	1.36947e-15
74	-5	-1.3	0.0253272	-1.06907e-15
75	-5	-1.25	0.0918312	-9.90126e-16
76	-5	-1.2	0.210766	2.8261e-15
77	-5	-1.15	0.126964	4.80204e-16
78	-5	-1.1	0.00432552	2.14878e-16
79	-5	-1.05	0.0643808	1.1986e-15
80	-5	-1	0.147535	-1.28252e-15
81	-5	-0.95	0.230743	5.41255e-15
82	-5	-0.9	0.457772	-6.83047e-19
83	-5	-0.85	0.500273	5.84957e-15
84	-5	-0.8	0.179241	-1.09179e-14
85	-5	-0.75	0.0495512	-1.92483e-15
86	-5	-0.7	0.322465	-2.70031e-15
87	-5	-0.65	0.514001	-9.22212e-16
88	-5	-0.6	0.352284	8.022e-15
89	-5	-0.55	0.0596872	1.56424e-15
90	-5	-0.5	0.117408	6.2596e-15
91	-5	-0.45	0.494544	5.80642e-15
92	-5	-0.4	0.428188	-5.2094e-15
93	-5	-0.35	0.107486	-2.93567e-15
94	-5	-0.3	0.490953	1.20012e-14
95	-5	-0.25	0.98485	6.65919e-15
96	-5	-0.2	0.61959	-3.76473e-15
97	-5	-0.15	0.0944395	-5.83404e-16
98	-5	-0.1	0.0708383	-9.85215e-17
99	-5	-0.05	0.239988	-6.56013e-15
100	-5	0	0.408811	-1.16114e-15
101	-5	0.05	0.331172	-5.3877e-15
102	-5	0.1	0.0256019	-1.48529e-15
103	-5	0.15	0.24111	-3.5925e-15
104	-5	0.2	0.830032	-3.53682e-15
105	-5	0.25	0.692066	3.47359e-15
106	-5	0.3	0.0797536	1.19198e-14
107	-5	0.35	0.171939	-5.83309e-15
108	-5	0.4	0.646114	-4.41218e-15
109	-5	0.45	0.438438	-2.02421e-15
110	-5	0.5	0.0235657	3.00535e-15
111	-5	0.55	0.209312	5.16214e-15
112	-5	0.6	0.330184	-1.70039e-15
113	-5	0.65	0.0465791	-1.83924e-16
114	-5	0.7	0.0968024	1.52549e-15
115	-5	0.75	0.27391	1.99905e-16
116	-5	0.8	0.0750636	1.51129e-15
117	-5	0.85	0.0448341	3.40331e-16
118	-5	0.9	0.219333	-2.267e-15
119	-5	0.95	0.144999	9.40871e-16
120	-5	1	0.167486	5.18899e-16
121	-5	1.05	0.300398	3.18977e-15
122	-5	1.1	0.12777	-4.85011e-15
123	-5	1.15	0.03625	-2.19193e-15
124	-5	1.2	0.186494	3.62364e-15
125	-5	1.25	0.104274	-2.79317e-15
126	-5	1.3	0.0107933	5.71418e-16
127	-5	1.35	0.237625	-4.04121e-15
128	-5	1.4	0.339053	5.08363e-15
129	-5	1.45	0.145194	1.97789e-15
130	-5	1.5	0.0300097	6.67153e-16
131	-5	1.55	0.0370889	4.89929e-16
132	-5	1.6	0.0180086	-1.59918e-15
133	-5	1.65	0.0522891	3.23992e-15
134	-5	1.7	0.159627	-2.5309e-15
135	-5	1.75	0.208436	1.37947e-15
136	-5	1.8	0.169335	-2.70142e-15
137	-5	1.85	0.105647	-1.21307e-15
138	-5	1.9	0.0470989	-2.87726e-16
139	-5	1.95	0.00426358	-3.13985e-16
140	-5	2	0.0213513	-3.9144e-16
141	-5	2.05	0.118675	9.77864e-16
142	-5	2.1	0.171586	-2.20592e-16
143	-5	2.15	0.0952698	1.51203e-16
144	-5	2.2	0.056386	-1.9914e-15
145	-5	2.25	0.112427	2.61974e-15
146	-5	2.3	0.086667	6.43821e-16
147	-5	2.35	0.0167514	1.01461e-15
148	-5	2.4	0.0211191	-5.39824e-16
149	-5	2.45	0.0124086	-1.07217e-16
150	-5	2.5	0.0176086	-5.69531e-16
151	-5	2.55	0.0998969	-1.62119e-15
152	-5	2.6	0.140197	1.57668e-15
153	-5	2.65	0.160487	-1.43917e-15
154	-5	2.7	0.19756	-1.86626e-15
155	-5	2.75	0.114139	7.8623e-17
156	-5	2.8	0.0303684	1.25132e-15
157	-5	2.85	0.115923	-6.14604e-16
158	-5	2.9	0.148312	-2.80233e-15
159	-5	2.95	0.0476318	-1.31515e-15
160	-5	3	0.0669374	5.58299e-16
161	-5	3.05	0.171679	-1.15381e-16
162	-5	3.1	0.115716	-8.52866e-16
163	-5	3.15	0.0100747	7.93799e-16
164	-5	3.2	0.102768	-1.45704e-15
165	-5	3.25	0.23354	-9.42345e-16
166	-5	3.3	0.149235	2.57997e-16
167	-5	3.35	0.0223075	-1.43516e-15
168	-5	3.4	0.0183842	-8.69964e-16
169	-5	3.45	0.0278661	2.49939e-15
170	-5	3.5	0.155759	2.18835e-15
171	-5	3.55	0.422733	2.09635e-15
172	-5	3.6	0.393311	6.51176e-15
173	-5	3.65	0.0796229	-3.35938e-15
174	-5	3.7	0.0393996	3.51724e-15
175	-5	3.75	0.25428	7.6745e-15
176	-5	3.8	0.274562	1.69921e-15
177	-5	3.85	0.0882254	9.3623e-16
178	-5	3.9	0.00601722	-2.16363e-16
179	-5	3.95	0.17575	1.59768e-16
180	-5	4	0.362447	-1.93374e-15
181	-5	4.05	0.29321	2.6213e-15
182	-5	4.1	0.193416	5.71158e-16
183	-5	4.15	0.283438	1.3556e-15
184	-5	4.2	0.291564	-4.97866e-15
185	-5	4.25	0.120098	-1.34133e-15
186	-5	4.3	0.00575572	-5.59709e-16
187	-5	4.35	0.0531406	2.2809e-15
188	-5	4.4	0.250685	1.02085e-14
189	-5	4.45	0.381013	-4.26881e-15
190	-5	4.5	0.211484	8.11278e-15
191	-5	4.55	0.0330737	-1.57092e-15
192	-5	4.6	0.120447	-1.50097e-16
193	-5	4.65	0.200864	3.3785e-15
194	-5	4.7	0.0780925	-5.8429e-15
195	-5	4.75	0.0330655	8.8562e-16
196	-5	4.8	0.443331	-6.8234e-15
197	-5	4.85	0.948496	7.75608e-15
198	-5	4.9	0.667972	3.9847e-15
199	-5	4.95	0.0556693	-4.54732e-15
200	-5	5	0.294423	-2.51141e-14
201	-4.95	-5	0.160615	1.14431e-15
202	-4.95	-4.95	0.0947413	9.91347e-15
203	-4.95	-4.9	0.0600933	-2.5752e-15
204	-4.95	-4.85	0.243026	-2.57979e-15
205	-4.95	-4.8	0.0892733	-4.93954e-15
206	-4.95	-4.75	0.157076	-7.13752e-16
207	-4.95	-4.7	1.35718	1.29539e-14
208	-4.95	-4.65	2.15196	2.06779e-15
209	-4.95	-4.6	1.22543	-7.93775e-15
210	-4.95	-4.55	0.191728	7.96542e-16
211	-4.95	-4.5	0.111193	-6.92155e-17
212	-4.95	-4.45	0.086255	-1.24531e-15
213	-4.95	-4.4	0.0219989	2.09333e-15
214	-4.95	-4.35	0.4292	-5.57861e-15
215	-4.95	-4.3	1.02128	-1.17085e-15
216	-4.95	-4.25	1.36176	4.36066e-16
217	-4.95	-4.2	1.15435	1.74472e-14
218	-4.95	-4.15	0.49001	9.64762e-15
219	-4.95	-4.1	0.0860367	2.42245e-15
220	-4.95	-4.05	0.0951912	-5.5715e-16
221	-4.95	-4	0.0810321	5.49127e-16
222	-4.95	-3.95	0.199484	9.21095e-15
223	-4.95	-3.9	0.474528	8.00098e-16
224	-4.95	-3.85	0.366153	-3.74371e-15
225	-4.95	-3.8	0.0921899	2.56349e-16
226	-4.95	-3.75	0.18542	-4.90454e-15
227	-4.95	-3.7	0.228473	1.2801e-15
228	-4.95	-3.65	0.0179846	-1.82072e-15
229	-4.95	-3.6	0.207101	-1.67084e-15
230	-4.95	-3.55	0.639311	-7.27803e-16
231	-4.95	-3.5	0.506614	3.39837e-15
232	-4.95	-3.45	0.114271	3.41871e-16
233	-4.95	-3.4	0.0740896	-2.15192e-16
234	-4.95	-3.35	0.0819188	2.82873e-15
235	-4.95	-3.3	0.0100325	3.407e-16
236	-4.95	-3.25	0.0855968	1.26852e-16
237	-4.95	-3.2	0.0650644	-3.10776e-15
238	-4.95	-3.15	0.0193179	1.38205e-15
239	-4.95	-3.1	0.329553	1.8967e-15
240	-4.95	-3.05	0.536634	-8.92472e-16
241	-4.95	-3	0.260784	-4.46509e-15
242	-4.95	-2.95	0.0379913	-2.54029e-15
243	-4.95	-2.9	0.0600804	-1.46545e-15
244	-4.95	-2.85	0.0202975	2.92344e-16
245	-4.95	-2.8	0.0292039	1.45326e-15
246	-4.95	-2.75	0.214278	-1.96093e-15
247	-4.95	-2.7	0.330459	-1.3193e-15
248	-4.95	-2.65	0.26517	-1.01971e-15
249	-4.95	-2.6	0.146739	7.615e-16
250	-4.95	-2.55	0.0562605	-3.88435e-15
251	-4.95	-2.5	0.00652739	-7.48533e-17
252	-4.95	-2.45	0.047689	1.39173e-15
253	-4.95	-2.4	0.148893	-5.74222e-15
254	-4.95	-2.35	0.150635	1.24252e-15
255	-4.95	-2.3	0.107288	-1.1009e-16
256	-4.95	-2.25	0.181768	-2.95601e-15
257	-4.95	-2.2	0.19725	1.27676e-15
258	-4.95	-2.15	0.070913	-2.69977e-15
259	-4.95	-2.1	0.0675143	-2.21589e-16
260	-4.95	-2.05	0.127966	4.80779e-16
261	-4.95	-2	0.0457375	-5.95964e-16
262	-4.95	-1.95	0.0119353	-5.90988e-16
263	-4.95	-1.9	0.0845767	-2.88506e-17
264	-4.95	-1.85	0.0660869	1.05706e-15
265	-4.95	-1.8	0.0227159	9.54206e-17
266	-4.95	-1.75	0.0275377	1.99026e-15
267	-4.95	-1.7	0.0284371	-1.0443e-15
268	-4.95	-1.65	0.157378	-2.34141e-15
269	-4.95	-1.6	0.336653	1.2774e-15
270	-4.95	-1.55	0.235892	2.53338e-15
271	-4.95	-1.5	0.0223249	-1.65873e-15
272	-4.95	-1.45	0.0353644	-2.15617e-16
273	-4.95	-1.4	0.0643773	1.4317e-15
274	-4.95	-1.35	0.00604334	-2.36925e-16
275	-4.95	-1.3	0.280768	-3.92386e-15
276	-4.95	-1.25	0.909403	-7.17382e-15
277	-4.95	-1.2	1.20804	3.13827e-15
278	-4.95	-1.15	0.768662	2.45452e-14
279	-4.95	-1.1	0.147647	-1.08607e-15
280	-4.95	-1.05	0.127296	3.36222e-16
281	-4.95	-1	0.497791	-3.66693e-15
282	-4.95	-0.95	0.547431	3.76744e-15
283	-4.95	-0.9	0.344355	-1.07585e-16
284	-4.95	-0.85	0.209243	-3.99566e-15
285	-4.95	-0.8	0.0595924	2.9766e-15
286	-4.95	-0.75	0.0104561	-4.69828e-16
287	-4.95	-0.7	0.115546	1.8467e-15
288	-4.95	-0.65	0.11834	3.00671e-15
289	-4.95	-0.6	0.118712	4.84281e-16
290	-4.95	-0.55	0.126164	-5.39391e-17
291	-4.95	-0.5	0.00521886	1.63606e-17
292	-4.95	-0.45	0.183648	-3.74902e-15
293	-4.95	-0.4	0.450318	3.55855e-15
294	-4.95	-0.35	0.129148	-5.39813e-15
295	-4.95	-0.3	0.147459	-1.60401e-14
296	-4.95	-0.25	1.10171	-1.34339e-14
297	-4.95	-0.2	1.39701	-2.35626e-15
298	-4.95	-0.15	0.542553	-1.12096e-14
299	-4.95	-0.1	0.021052	4.06408e-16
300	-4.95	-0.05	0.185815	3.50723e-16
301	-4.95	0	0.344703	7.67008e-16
302	-4.95	0.05	0.365162	-9.40319e-15
303	-4.95	0.1	0.356458	-8.89479e-16
304	-4.95	0.15	0.5538	-1.61609e-14
305	-4.95	0.2	0.984733	-2.94182e-15
306	-4.95	0.25	0.927857	9.28744e-15
307	-4.95	0.3	0.295448	-6.17453e-18
308	-4.95	0.35	0.152336	4.64671e-15
309	-4.95	0.4	0.554198	1.83963e-15
310	-4.95	0.45	0.424669	-4.17243e-15
311	-4.95	0.5	0.0213695	-1.07524e-15
312	-4.95	0.55	0.304486	1.27218e-14
313	-4.95	0.6	0.587509	2.83389e-15
314	-4.95	0.65	0.187876	7.39838e-16
315	-4.95	0.7	0.0322465	-4.2904e-16
316	-4.95	0.75	0.241468	4.15091e-15
317	-4.95	0.8	0.0763453	-1.00941e-15
318	-4.95	0.85	0.174796	-9.03305e-15
319	-4.95	0.9	0.773459	3.99474e-15
320	-4.95	0.95	0.713942	-7.30228e-15
321	-4.95	1	0.165174	5.6771e-16
322	-4.95	1.05	0.0627538	-1.70959e-15
323	-4.95	1.1	0.085568	-8.66798e-16
324	-4.95	1.15	0.0533894	4.04538e-16
325	-4.95	1.2	0.214929	3.23996e-15
326	-4.95	1.25	0.189718	1.40064e-15
327	-4.95	1.3	0.00830609	-4.30428e-16
328	-4.95	1.35	0.111388	4.20421e-15
329	-4.95	1.4	0.223893	-7.62224e-15
330	-4.95	1.45	0.162816	-9.13982e-17
331	-4.95	1.5	0.170907	-7.89841e-16
332	-4.95	1.55	0.131477	2.73813e-15
333	-4.95	1.6	0.00848284	-9.80162e-16
334	-4.95	1.65	0.0770708	1.98981e-15
335	-4.95	1.7	0.255418	1.25767e-17
336	-4.95	1.75	0.295085	1.31384e-15
337	-4.95	1.8	0.235139	1.49971e-15
338	-4.95	1.85	0.16893	7.38147e-16
339	-4.95	1.9	0.08041	-1.01915e-18
340	-4.95	1.95	0.0221326	-1.06031e-15
341	-4.95	2	0.10369	-7.64796e-17
342	-4.95	2.05	0.212189	3.19471e-16
343	-4.95	2.1	0.160936	1.61453e-15
344	-4.95	2.15	0.108808	-2.24523e-15
345	-4.95	2.2	0.194314	3.36252e-15
346	-4.95	2.25	0.182874	-3.65695e-15
347	-4.95	2.3	0.0561728	-1.22183e-15
348	-4.95	2.35	0.0652181	-1.6482e-15
349	-4.95	2.4	0.111742	1.5094e-15
350	-4.95	2.45	0.0386189	-1.73321e-16
351	-4.95	2.5	0.0138651	-2.96421e-17
352	-4.95	2.55	0.0648553	-4.69611e-16
353	-4.95	2.6	0.0605363	-1.55082e-15
354	-4.95	2.65	0.0727163	7.23217e-16
355	-4.95	2.7	0.0893524	3.91115e-15
356	-4.95	2.75	0.0264427	-6.93651e-16
357	-4.95	2.8	0.0984662	-3.75412e-15
358	-4.95	2.85	0.288307	3.21932e-15
359	-4.95	2.9	0.201961	-1.18941e-15
360	-4.95	2.95	0.010793	-3.06535e-16
361	-4.95	3	0.105782	1.25618e-16
362	-4.95	3.05	0.148669	-1.28861e-15
363	-4.95	3.1	0.00326495	-6.8199e-16
364	-4.95	3.15	0.264266	-3.31106e-15
365	-4.95	3.2	0.897382	-1.55351e-14
366	-4.95	3.25	1.11012	-4.44216e-15
367	-4.95	3.3	0.696098	-7.68832e-15
368	-4.95	3.35	0.202456	5.22418e-15
369	-4.95	3.4	0.112078	4.63683e-15
370	-4.95	3.45	0.396835	-2.24299e-14
371	-4.95	3.5	0.666843	5.2586e-16
372	-4.95	3.55	0.616795	3.1789e-15
373	-4.95	3.6	0.28089	-5.69315e-15
374	-4.95	3.65	0.0199722	-9.74524e-16
375	-4.95	3.7	0.100356	1.69326e-15
376	-4.95	3.75	0.233516	-1.89922e-15
377	-4.95	3.8	0.152809	5.23193e-16
378	-4.95	3.85	0.0794126	1.3327e-15
379	-4.95	3.9	0.0673325	-4.44826e-16
380	-4.95	3.95	0.0497	-6.42585e-16
381	-4.95	4	0.179233	-3.05459e-15
382	-4.95	4.05	0.249437	-4.21282e-15
383	-4.95	4.1	0.0641262	6.74044e-15
384	-4.95	4.15	0.0252122	1.14049e-15
385	-4.95	4.2	0.174606	1.25585e-15
386	-4.95	4.25	0.128901	-2.12911e-15
387	-4.95	4.3	0.0452787	-5.05169e-15
388	-4.95	4.35	0.217866	6.77149e-16
389	-4.95	4.4	0.532325	-9.28285e-15
390	-4.95	4.45	0.743708	1.71937e-15
391	-4.95	4.5	0.643842	-4.76828e-15
392	-4.95	4.55	0.295599	3.98323e-15
393	-4.95	4.6	0.0554952	1.22038e-16
394	-4.95	4.65	0.118847	4.8698e-16
395	-4.95	4.7	0.222456	3.4011e-15
396	-4.95	4.75	0.0466029	-3.2219e-15
397	-4.95	4.8	0.187955	5.46421e-15
398	-4.95	4.85	1.16627	5.00559e-15
399	-4.95	4.9	1.54103	1.01153e-14
400	-4.95	4.95	0.578242	1.25692e-14
401	-4.95	5	0.335264	7.22681e-15
402	-4.9	-5	0.364048	-2.11845e-14
403	-4.9	-4.95	0.719866	-1.71261e-15
404	-4.9	-4.9	0.628105	-4.26529e-15
405	-4.9	-4.85	0.415453	-5.66539e-15
406	-4.9	-4.8	0.0814096	2.08744e-15
407	-4.9	-4.75	0.212412	5.14649e-16
408	-4.9	-4.7	1.57057	2.74791e-14
409	-4.9	-4.65	2.55388	-5.31181e-15
410	-4.9	-4.6	1.60226	4.93863e-15
411	-4.9	-4.55	0.282235	-1.38262e-15
412	-4.9	-4.5	0.0351422	-3.85338e-15
413	-4.9	-4.45	0.0877329	-2.10149e-15
414	-4.9	-4.4	0.189006	2.55794e-15
415	-4.9	-4.35	0.728082	-5.00468e-15
416	-4.9	-4.3	1.05756	-9.52224e-15
417	-4.9	-4.25	0.865983	3.39394e-15
418	-4.9	-4.2	0.730041	7.81675e-15
419	-4.9	-4.15	0.573387	1.37806e-15
420	-4.9	-4.1	0.179474	-1.48387e-14
421	-4.9	-4.05	0.0246011	-6.50218e-16
422	-4.9	-4	0.205862	1.93643e-15
423	-4.9	-3.95	0.385341	-2.46404e-15
424	-4.9	-3.9	0.536172	-1.06946e-15
425	-4.9	-3.85	0.559754	-2.67707e-15
426	-4.9	-3.8	0.352694	1.04253e-15
427	-4.9	-3.75	0.166766	-1.98795e-15
428	-4.9	-3.7	0.0659344	-5.00598e-16
429	-4.9	-3.65	0.0165994	-1.01512e-15
430	-4.9	-3.6	0.227485	-7.2828e-16
431	-4.9	-3.55	0.499456	2.51301e-15
432	-4.9	-3.5	0.398311	-5.08313e-15
433	-4.9	-3.45	0.118188	3.17875e-15
434	-4.9	-3.4	0.0140694	9.26342e-16
435	-4.9	-3.35	0.0205915	-9.80292e-16
436	-4.9	-3.3	0.0344485	-1.08555e-15
437	-4.9	-3.25	0.0510389	-1.72475e-16
438	-4.9	-3.2	0.0827621	-3.8706e-16
439	-4.9	-3.15	0.207566	1.97104e-15
440	-4.9	-3.1	0.329653	2.3826e-15
441	-4.9	-3.05	0.245789	-6.46618e-17
442	-4.9	-3	0.0764006	2.81103e-15
443	-4.9	-2.95	0.03654	8.88612e-16
444	-4.9	-2.9	0.0448354	1.13685e-15
445	-4.9	-2.85	0.0186819	-5.03937e-17
446	-4.9	-2.8	0.0612236	-1.3723e-15
447	-4.9	-2.75	0.170103	-9.55399e-16
448	-4.9	-2.7	0.213585	-1.2284e-15
449	-4.9	-2.65	0.162177	-7.95154e-16
450	-4.9	-2.6	0.0836143	-1.53102e-15
451	-4.9	-2.55	0.0241033	2.68639e-15
452	-4.9	-2.5	0.000970823	-1.00571e-16
453	-4.9	-2.45	0.0235032	-4.27523e-16
454	-4.9	-2.4	0.0661579	1.10224e-15
455	-4.9	-2.35	0.0919525	5.03503e-17
456	-4.9	-2.3	0.124539	-4.90298e-16
457	-4.9	-2.25	0.161118	-1.20767e-15
458	-4.9	-2.2	0.118865	1.33079e-15
459	-4.9	-2.15	0.0560125	-1.01308e-16
460	-4.9	-2.1	0.10889	7.80842e-17
461	-4.9	-2.05	0.156523	-9.67065e-16
462	-4.9	-2	0.0721873	-8.39086e-16
463	-4.9	-1.95	0.0176611	1.08548e-15
464	-4.9	-1.9	0.0429268	8.59621e-16
465	-4.9	-1.85	0.0214176	7.90329e-16
466	-4.9	-1.8	0.00707451	2.3422e-16
467	-4.9	-1.75	0.01959	4.49413e-16
468	-4.9	-1.7	0.00745639	-1.3941e-15
469	-4.9	-1.65	0.150512	1.49277e-15
470	-4.9	-1.6	0.386763	5.42451e-15
471	-4.9	-1.55	0.357605	9.811e-16
472	-4.9	-1.5	0.232276	1.88264e-15
473	-4.9	-1.45	0.247562	2.58945e-15
474	-4.9	-1.4	0.119134	-8.79059e-16
475	-4.9	-1.35	0.060235	-5.90977e-16
476	-4.9	-1.3	0.608691	1.87958e-14
477	-4.9	-1.25	1.33546	-1.43899e-14
478	-4.9	-1.2	1.48664	-6.38936e-15
479	-4.9	-1.15	0.944869	-8.76957e-15
480	-4.9	-1.1	0.228097	-2.15515e-14
481	-4.9	-1.05	0.31422	5.2834e-15
482	-4.9	-1	1.10672	9.00305e-16
483	-4.9	-0.95	1.16175	-2.51318e-17
484	-4.9	-0.9	0.437292	4.41575e-15
485	-4.9	-0.85	0.100908	1.03079e-15
486	-4.9	-0.8	0.066665	-1.50301e-15
487	-4.9	-0.75	0.0463982	3.20471e-15
488	-4.9	-0.7	0.235613	9.43949e-15
489	-4.9	-0.65	0.191063	-2.2773e-15
490	-4.9	-0.6	0.0120849	4.38094e-16
491	-4.9	-0.55	0.261833	1.10298e-14
492	-4.9	-0.5	0.36458	-2.4773e-15
493	-4.9	-0.45	0.139178	-2.44272e-15
494	-4.9	-0.4	0.159388	6.71826e-17
495	-4.9	-0.35	0.127234	-2.97718e-15
496	-4.9	-0.3	0.217949	-9.4001e-15
497	-4.9	-0.25	1.04249	-1.79614e-15
498	-4.9	-0.2	1.50535	7.1247e-16
499	-4.9	-0.15	0.834637	1.08169e-15
500	-4.9	-0.1	0.20403	2.21544e-15
501	-4.9	-0.05	0.135647	-7.15119e-16
502	-4.9	0	0.161596	1.12714e-15
503	-4.9	0.05	0.395529	1.26119e-14
504	-4.9	0.1	0.740629	-7.44331e-15
505	-4.9	0.15	0.712149	-1.19161e-15
506	-4.9	0.2	0.600165	2.07171e-15
507	-4.9	0.25	0.74338	-1.0968e-15
508	-4.9	0.3	0.662699	-1.19642e-17
509	-4.9	0.35	0.278493	1.63749e-15
510	-4.9	0.4	0.191082	-5.87334e-16
511	-4.9	0.45	0.267222	1.62861e-15
512	-4.9	0.5	0.135142	-2.6764e-15
513	-4.9	0.55	0.217507	-1.81474e-15
514	-4.9	0.6	0.422681	5.88506e-15
515	-4.9	0.65	0.189705	-1.48102e-15
516	-4.9	0.7	0.00300854	-3.57201e-16
517	-4.9	0.75	0.132451	8.86465e-16
518	-4.9	0.8	0.0556669	-7.99079e-16
519	-4.9	0.85	0.152077	3.15884e-15
520	-4.9	0.9	0.676249	-4.64873e-15
521	-4.9	0.95	0.735364	-1.37615e-14
522	-4.9	1	0.281167	1.30104e-17
523	-4.9	1.05	0.0375872	4.87306e-16
524	-4.9	1.1	0.0167507	3.01872e-15
525	-4.9	1.15	0.132693	5.57505e-15
526	-4.9	1.2	0.306864	-8.45179e-16
527	-4.9	1.25	0.203254	2.78794e-15
528	-4.9	1.3	0.0182788	-1.2735e-16
529	-4.9	1.35	0.0300225	7.99751e-16
530	-4.9	1.4	0.0242729	-6.06936e-17
531	-4.9	1.45	0.0459818	1.34335e-15
532	-4.9	1.5	0.179523	-1.16248e-15
533	-4.9	1.55	0.144969	1.03403e-15
534	-4.9	1.6	0.021285	-5.3642e-16
535	-4.9	1.65	0.0944624	6.93846e-16
536	-4.9	1.7	0.219704	1.53605e-15
537	-4.9	1.75	0.218775	1.19089e-15
538	-4.9	1.8	0.159548	2.34049e-15
539	-4.9	1.85	0.0895781	-4.9542e-15
540	-4.9	1.9	0.0246201	-1.02026e-15
541	-4.9	1.95	0.0179	-1.74717e-15
542	-4.9	2	0.0706026	-1.04331e-15
543	-4.9	2.05	0.108033	1.07672e-15
544	-4.9	2.1	0.104426	3.57808e-16
545	-4.9	2.15	0.127827	1.12323e-16
546	-4.9	2.2	0.160012	-1.64365e-17
547	-4.9	2.25	0.10759	-1.86203e-15
548	-4.9	2.3	0.0503443	-2.22847e-16
549	-4.9	2.35	0.103515	3.81145e-15
550	-4.9	2.4	0.143732	2.30013e-15
551	-4.9	2.45	0.0714937	2.86793e-16
552	-4.9	2.5	0.0253599	8.57214e-16
553	-4.9	2.55	0.0411757	-5.42535e-16
554	-4.9	2.6	0.0179692	-1.42594e-16
555	-4.9	2.65	0.0233742	5.75234e-16
556	-4.9	2.7	0.0516445	-1.24196e-15
557	-4.9	2.75	0.0029504	-2.02063e-16
558	-4.9	2.8	0.122208	1.49342e-15
559	-4.9	2.85	0.435426	1.13515e-14
560	-4.9	2.9	0.443525	-1.11255e-15
561	-4.9	2.95	0.26221	6.40742e-16
562	-4.9	3	0.339586	1.01163e-15
563	-4.9	3.05	0.291796	3.28008e-15
564	-4.9	3.1	0.0677455	-1.73555e-15
565	-4.9	3.15	0.451081	-6.72799e-15
566	-4.9	3.2	1.22418	8.98341e-15
567	-4.9	3.25	1.39286	-6.7267e-15
568	-4.9	3.3	0.894418	3.70598e-15
