#legend:
#N	qx	qy	re	im
56	-5	-2.2	0.222421	-4.35357e-15
57	-5	-2.15	0.0639381	-2.13784e-15
58	-5	-2.1	0.0376033	-1.97975e-16
59	-5	-2.05	0.0750541	3.7276e-16
60	-5	-2	0.0161447	6.53026e-16
61	-5	-1.95	0.059939	-1.20514e-15
62	-5	-1.9	0.23863	2.8622e-15
63	-5	-1.85	0.231081	-3.71957e-15
64	-5	-1.8	0.0867898	-2.0244e-15
65	-5	-1.75	0.136536	1.95326e-15
66	-5	-1.7	0.228669	-3.02587e-16
67	-5	-1.65	0.130078	-2.25339e-15
68	-5	-1.6	0.132751	-8.46979e-16
69	-5	-1.55	0.381495	2.91398e-15
70	-5	-1.5	0.490491	-9.98176e-16
71	-5	-1.45	0.28227	2.68364e-15
72	-5	-1.4	0.0503014	1.27042e-15
73	-5	-1.35	0.0320428	1.15794e-15
74	-5	-1.3	0.154193	-8.0695e-16
75	-5	-1.25	0.228454	4.13569e-16
76	-5	-1.2	0.202636	-1.09765e-15
77	-5	-1.15	0.181441	4.15477e-16
78	-5	-1.1	0.230304	-4.06531e-15
79	-5	-1.05	0.280542	2.82796e-15
80	-5	-1	0.246634	-1.47517e-16
81	-5	-0.95	0.144295	9.64537e-15
82	-5	-0.9	0.0483458	2.34015e-15
83	-5	-0.85	0.153461	-8.36773e-15
84	-5	-0.8	0.730481	-1.75642e-14
85	-5	-0.75	1.31746	1.18539e-15
86	-5	-0.7	0.914335	-9.01006e-15
87	-5	-0.65	0.0689742	-9.15626e-15
88	-5	-0.6	0.329186	1.49324e-14
89	-5	-0.55	1.10005	1.40963e-15
90	-5	-0.5	0.808857	-6.40804e-15
91	-5	-0.45	0.0871206	5.81853e-15
92	-5	-0.4	0.11464	1.67661e-16
93	-5	-0.35	0.486158	-1.36304e-14
94	-5	-0.3	0.643638	2.04837e-15
95	-5	-0.25	0.590435	-1.01499e-14
96	-5	-0.2	0.340791	-3.42669e-15
97	-5	-0.15	0.0840319	3.0048e-15
98	-5	-0.1	0.0184133	4.36912e-16
99	-5	-0.05	0.151832	6.45687e-15
100	-5	0	0.364628	-1.87845e-15
101	-5	0.05	0.339625	7.45937e-15
102	-5	0.1	0.130627	1.38674e-15
103	-5	0.15	0.119339	3.44413e-15
104	-5	0.2	0.154596	-1.85101e-15
105	-5	0.25	0.0905147	-6.1091e-16
106	-5	0.3	0.171657	-2.45362e-15
107	-5	0.35	0.221546	4.25019e-15
108	-5	0.4	0.0912496	-1.37373e-15
109	-5	0.45	0.189832	-5.70921e-15
110	-5	0.5	0.525381	-6.98516e-15
111	-5	0.55	0.634492	4.94406e-15
112	-5	0.6	0.487198	3.50211e-15
113	-5	0.65	0.385923	-1.07793e-14
114	-5	0.7	0.353425	1.80617e-15
115	-5	0.75	0.19655	4.91627e-15
116	-5	0.8	0.0134828	1.18518e-15
117	-5	0.85	0.0700742	-1.18115e-15
118	-5	0.9	0.211493	-1.00213e-15
119	-5	0.95	0.155058	5.2081e-15
120	-5	1	0.0787697	-1.36007e-15
121	-5	1.05	0.237262	3.4786e-15
122	-5	1.1	0.421711	2.43126e-15
123	-5	1.15	0.297716	-5.79361e-15
124	-5	1.2	0.0442497	-6.52668e-16
125	-5	1.25	0.0294108	-1.02513e-15
126	-5	1.3	0.0936868	-1.36176e-16
127	-5	1.35	0.0325566	7.05859e-16
128	-5	1.4	0.0168407	-3.54534e-17
129	-5	1.45	0.0312252	2.59992e-16
130	-5	1.5	0.0256671	1.05014e-15
131	-5	1.55	0.0735346	-2.23892e-15
132	-5	1.6	0.0223436	2.81177e-16
133	-5	1.65	0.0824035	8.29894e-15
134	-5	1.7	0.471477	1.10153e-15
135	-5	1.75	0.465301	-6.4741e-15
136	-5	1.8	0.0366924	8.70072e-16
137	-5	1.85	0.26206	1.14773e-14
138	-5	1.9	0.813349	1.93836e-15
139	-5	1.95	0.620589	-5.20721e-16
140	-5	2	0.133672	3.9416e-15
141	-5	2.05	0.00824674	1.90395e-15
142	-5	2.1	0.00177072	1.17723e-16
143	-5	2.15	0.0656918	2.1452e-16
144	-5	2.2	0.231451	1.02863e-15
145	-5	2.25	0.202542	-1.23816e-16
146	-5	2.3	0.0459749	-2.02724e-15
147	-5	2.35	0.0457556	-7.58866e-16
148	-5	2.4	0.071897	7.34981e-16
149	-5	2.45	0.00565363	-3.15405e-16
150	-5	2.5	0.0843877	1.61943e-15
151	-5	2.55	0.274444	-1.45751e-15
152	-5	2.6	0.216973	-4.1668e-15
153	-5	2.65	0.0804606	-3.0195e-16
154	-5	2.7	0.253511	5.33541e-16
155	-5	2.75	0.393938	4.42444e-15
156	-5	2.8	0.190893	-3.38496e-15
157	-5	2.85	0.155036	-9.53586e-16
158	-5	2.9	0.505992	3.79676e-15
159	-5	2.95	0.676018	2.83863e-15
160	-5	3	0.422452	2.18842e-15
161	-5	3.05	0.121354	-7.66321e-15
162	-5	3.1	0.0477051	-1.03664e-15
163	-5	3.15	0.190609	-1.69477e-15
164	-5	3.2	0.433297	-8.66863e-15
165	-5	3.25	0.570763	-4.75358e-16
166	-5	3.3	0.501903	6.10189e-17
167	-5	3.35	0.433088	1.32388e-15
168	-5	3.4	0.543058	1.47343e-15
169	-5	3.45	0.615788	6.47477e-15
170	-5	3.5	0.406341	-1.10159e-14
171	-5	3.55	0.119189	5.23845e-15
172	-5	3.6	0.162466	-1.42772e-15
173	-5	3.65	0.588458	-6.83715e-15
174	-5	3.7	0.914875	-6.02244e-15
175	-5	3.75	0.636903	1.73906e-16
176	-5	3.8	0.0864624	-1.88564e-16
177	-5	3.85	0.124445	8.80598e-15
178	-5	3.9	0.614986	-6.09482e-15
179	-5	3.95	0.578558	6.04256e-15
180	-5	4	0.101031	1.45417e-14
181	-5	4.05	0.0507709	-3.35018e-16
182	-5	4.1	0.251709	1.76421e-16
183	-5	4.15	0.166421	2.94595e-15
184	-5	4.2	0.146445	-7.55255e-16
185	-5	4.25	0.373995	7.71787e-15
186	-5	4.3	0.409836	5.02289e-16
187	-5	4.35	0.247726	1.54139e-15
188	-5	4.4	0.213838	1.60848e-15
189	-5	4.45	0.32252	-3.56408e-15
190	-5	4.5	0.394925	-2.58968e-15
191	-5	4.55	0.288069	-1.33656e-15
192	-5	4.6	0.111028	-4.56319e-16
193	-5	4.65	0.0405564	-2.44631e-15
194	-5	4.7	0.0147077	7.06987e-16
195	-5	4.75	0.134943	3.47552e-15
196	-5	4.8	0.359478	-2.52875e-15
197	-5	4.85	0.183033	-1.73047e-15
198	-5	4.9	0.0676719	-1.07869e-15
199	-5	4.95	0.921097	4.50247e-15
200	-5	5	1.67379	-6.22948e-15
201	-4.95	-5	1.41752	1.52827e-14
202	-4.95	-4.95	1.01909	-8.50019e-15
203	-4.95	-4.9	0.328024	-1.1296e-14
204	-4.95	-4.85	0.0793452	4.87544e-16
205	-4.95	-4.8	0.328302	8.16578e-15
206	-4.95	-4.75	0.660395	-1.62032e-15
207	-4.95	-4.7	0.457184	1.48561e-14
208	-4.95	-4.65	0.434309	-2.9826e-15
209	-4.95	-4.6	0.779741	9.9842e-16
210	-4.95	-4.55	0.451725	7.76397e-15
211	-4.95	-4.5	0.0982058	1.63697e-15
212	-4.95	-4.45	0.350058	-1.70025e-15
213	-4.95	-4.4	0.242176	3.94619e-15
214	-4.95	-4.35	0.039835	7.23293e-16
215	-4.95	-4.3	0.272009	-7.94677e-16
216	-4.95	-4.25	0.240035	1.17792e-15
217	-4.95	-4.2	0.0735107	1.06512e-15
218	-4.95	-4.15	0.115951	1.67965e-16
219	-4.95	-4.1	0.0352972	-1.04352e-15
220	-4.95	-4.05	0.158364	2.74975e-15
221	-4.95	-4	0.685414	-3.42877e-15
222	-4.95	-3.95	0.98173	1.64964e-15
223	-4.95	-3.9	0.677297	-1.59337e-14
224	-4.95	-3.85	0.121444	4.17184e-15
225	-4.95	-3.8	0.110701	-3.19462e-15
226	-4.95	-3.75	0.563795	-4.86733e-15
227	-4.95	-3.7	0.469637	7.54392e-15
228	-4.95	-3.65	0.0675788	-2.53482e-15
229	-4.95	-3.6	0.138515	-9.13362e-15
230	-4.95	-3.55	0.302458	-3.88101e-15
231	-4.95	-3.5	0.31138	-3.8654e-16
232	-4.95	-3.45	0.261583	6.13004e-15
233	-4.95	-3.4	0.0542234	-5.15941e-15
234	-4.95	-3.35	0.0672483	2.24074e-15
235	-4.95	-3.3	0.272568	1.8859e-15
236	-4.95	-3.25	0.194901	-4.36868e-15
237	-4.95	-3.2	0.243759	-5.63291e-15
238	-4.95	-3.15	0.515295	5.99633e-15
239	-4.95	-3.1	0.450365	-1.48913e-15
240	-4.95	-3.05	0.283741	-2.70777e-15
241	-4.95	-3	0.212635	2.28333e-15
242	-4.95	-2.95	0.0476102	-2.18068e-15
243	-4.95	-2.9	0.0471227	-8.75819e-16
244	-4.95	-2.85	0.1079	-9.74871e-16
245	-4.95	-2.8	0.0239181	9.6971e-17
246	-4.95	-2.75	0.161475	-3.31879e-15
247	-4.95	-2.7	0.261869	-6.4278e-15
248	-4.95	-2.65	0.033396	1.99688e-15
249	-4.95	-2.6	0.122021	-5.69367e-15
250	-4.95	-2.55	0.426176	4.34709e-15
251	-4.95	-2.5	0.260578	4.97046e-15
252	-4.95	-2.45	0.0149886	-1.02275e-15
253	-4.95	-2.4	0.0663843	3.94758e-16
254	-4.95	-2.35	0.0668228	-7.1386e-16
255	-4.95	-2.3	0.0333766	-6.17019e-16
256	-4.95	-2.25	0.0982418	-1.43848e-15
257	-4.95	-2.2	0.0769083	-1.49663e-16
258	-4.95	-2.15	0.0404772	1.68136e-15
259	-4.95	-2.1	0.111344	-1.71501e-15
260	-4.95	-2.05	0.11695	6.14114e-16
261	-4.95	-2	0.0274207	-4.43178e-16
262	-4.95	-1.95	0.0118274	-7.57044e-16
263	-4.95	-1.9	0.0747929	6.55064e-16
264	-4.95	-1.85	0.0781036	-1.65634e-16
265	-4.95	-1.8	0.0224888	3.72933e-16
266	-4.95	-1.75	0.100611	2.1478e-17
267	-4.95	-1.7	0.314901	-3.24359e-15
268	-4.95	-1.65	0.333914	-2.91444e-16
269	-4.95	-1.6	0.128272	-3.35741e-15
270	-4.95	-1.55	0.118706	-4.27313e-15
271	-4.95	-1.5	0.271084	-2.54602e-15
272	-4.95	-1.45	0.158682	4.75044e-15
273	-4.95	-1.4	0.00431762	4.40866e-16
274	-4.95	-1.35	0.163297	4.76085e-15
275	-4.95	-1.3	0.261059	-4.5775e-16
276	-4.95	-1.25	0.137266	1.26095e-15
277	-4.95	-1.2	0.130329	1.12876e-15
278	-4.95	-1.15	0.187791	1.07118e-15
279	-4.95	-1.1	0.20193	6.99858e-16
280	-4.95	-1.05	0.217535	-3.42318e-15
281	-4.95	-1	0.0895907	3.09664e-15
282	-4.95	-0.95	0.00233123	7.94753e-16
283	-4.95	-0.9	0.0640362	9.5361e-16
284	-4.95	-0.85	0.0570903	-2.3483e-15
285	-4.95	-0.8	0.503587	-1.75944e-15
286	-4.95	-0.75	1.24558	9.12737e-15
287	-4.95	-0.7	0.862025	-1.83673e-15
288	-4.95	-0.65	0.0727951	2.79436e-15
289	-4.95	-0.6	0.66839	2.12385e-14
290	-4.95	-0.55	1.50678	9.40943e-15
291	-4.95	-0.5	1.06946	-7.61258e-15
292	-4.95	-0.45	0.254494	-9.96746e-15
293	-4.95	-0.4	0.00630131	7.65149e-16
294	-4.95	-0.35	0.233399	1.67233e-15
295	-4.95	-0.3	0.460443	8.68739e-16
296	-4.95	-0.25	0.250244	2.17374e-15
297	-4.95	-0.2	0.00452022	4.87425e-16
298	-4.95	-0.15	0.0859449	-1.67829e-15
299	-4.95	-0.1	0.151816	-8.30905e-17
300	-4.95	-0.05	0.233117	-1.61775e-15
301	-4.95	0	0.354242	1.68936e-15
302	-4.95	0.05	0.320328	4.44316e-15
303	-4.95	0.1	0.328177	4.75503e-15
304	-4.95	0.15	0.241913	-1.86486e-15
305	-4.95	0.2	0.0988449	-6.75425e-16
306	-4.95	0.25	0.369779	-1.28288e-14
307	-4.95	0.3	0.425882	-2.38004e-15
308	-4.95	0.35	0.0295595	6.36534e-15
309	-4.95	0.4	0.282415	-1.0041e-14
310	-4.95	0.45	0.81946	3.20837e-15
311	-4.95	0.5	0.552533	8.71719e-15
312	-4.95	0.55	0.0713094	3.57602e-16
313	-4.95	0.6	0.0369292	-9.51257e-16
314	-4.95	0.65	0.218324	3.66786e-15
315	-4.95	0.7	0.306007	1.73592e-15
316	-4.95	0.75	0.129345	-3.78094e-15
317	-4.95	0.8	0.0407723	2.41062e-16
318	-4.95	0.85	0.230692	2.73956e-15
319	-4.95	0.9	0.249871	9.36621e-16
320	-4.95	0.95	0.117124	4.46067e-15
321	-4.95	1	0.0302505	3.15459e-16
322	-4.95	1.05	0.0321483	3.7774e-15
323	-4.95	1.1	0.369001	1.27372e-15
324	-4.95	1.15	0.527792	-6.32684e-15
325	-4.95	1.2	0.136769	-5.76616e-15
326	-4.95	1.25	0.0841057	-3.91269e-15
327	-4.95	1.3	0.334647	4.43656e-17
328	-4.95	1.35	0.20159	6.3456e-15
329	-4.95	1.4	0.203045	9.67672e-16
330	-4.95	1.45	0.359999	-3.2286e-15
331	-4.95	1.5	0.138964	-3.06888e-15
332	-4.95	1.55	0.0193295	-5.49257e-16
333	-4.95	1.6	0.104535	-1.8791e-15
334	-4.95	1.65	0.041598	-1.81708e-15
335	-4.95	1.7	0.106747	-1.48059e-16
336	-4.95	1.75	0.144592	-8.34545e-15
337	-4.95	1.8	0.00590044	-4.29864e-16
338	-4.95	1.85	0.226915	3.02208e-15
339	-4.95	1.9	0.478563	1.73227e-15
340	-4.95	1.95	0.212898	6.17531e-15
341	-4.95	2	0.00488467	-5.70941e-17
342	-4.95	2.05	0.0892274	-3.30573e-16
343	-4.95	2.1	0.0653596	1.82387e-15
344	-4.95	2.15	0.0394594	-8.19071e-16
345	-4.95	2.2	0.103469	1.44871e-16
346	-4.95	2.25	0.0667787	-1.77187e-15
347	-4.95	2.3	0.0498648	-3.49113e-18
348	-4.95	2.35	0.139872	9.87014e-16
349	-4.95	2.4	0.13903	-1.07685e-15
350	-4.95	2.45	0.0362019	8.07796e-16
351	-4.95	2.5	0.0250712	9.05851e-16
352	-4.95	2.55	0.11283	-1.72325e-15
353	-4.95	2.6	0.113461	-1.07715e-15
354	-4.95	2.65	0.0574202	1.68315e-15
355	-4.95	2.7	0.200102	8.45617e-15
356	-4.95	2.75	0.423295	-4.38846e-15
357	-4.95	2.8	0.343238	3.39355e-16
358	-4.95	2.85	0.125064	-8.51077e-16
359	-4.95	2.9	0.18128	-2.12955e-15
360	-4.95	2.95	0.306384	-1.66866e-15
361	-4.95	3	0.181735	4.60601e-15
362	-4.95	3.05	0.0786367	2.96097e-15
363	-4.95	3.1	0.227459	5.45864e-15
364	-4.95	3.15	0.380933	-5.98164e-15
365	-4.95	3.2	0.379795	-7.87261e-16
366	-4.95	3.25	0.353057	-3.05734e-16
367	-4.95	3.3	0.369909	-6.87347e-15
368	-4.95	3.35	0.344807	1.63964e-15
369	-4.95	3.4	0.236632	3.71851e-15
370	-4.95	3.45	0.1685	-3.27733e-15
371	-4.95	3.5	0.154162	1.30397e-15
372	-4.95	3.55	0.0589181	2.05467e-15
373	-4.95	3.6	0.173844	2.74737e-16
374	-4.95	3.65	0.798076	6.73632e-15
375	-4.95	3.7	1.19274	-1.17096e-14
376	-4.95	3.75	0.670461	1.43813e-14
377	-4.95	3.8	0.068226	-3.77723e-15
378	-4.95	3.85	0.253112	7.81389e-15
379	-4.95	3.9	0.596748	-1.58983e-15
380	-4.95	3.95	0.400222	-7.24806e-15
381	-4.95	4	0.0654291	1.13429e-15
382	-4.95	4.05	0.0290753	-1.20646e-15
383	-4.95	4.1	0.0773222	-1.51827e-15
384	-4.95	4.15	0.070619	-5.30695e-16
385	-4.95	4.2	0.21668	-1.78937e-16
386	-4.95	4.25	0.459379	6.11924e-16
387	-4.95	4.3	0.477626	4.89934e-15
388	-4.95	4.35	0.282858	-3.77333e-15
389	-4.95	4.4	0.14139	-5.84645e-16
390	-4.95	4.45	0.2228	-5.39187e-15
391	-4.95	4.5	0.445097	-9.43169e-16
392	-4.95	4.55	0.367389	-4.86009e-15
393	-4.95	4.6	0.0265454	-1.07562e-15
394	-4.95	4.65	0.199405	-1.41868e-14
395	-4.95	4.7	0.647079	-7.91459e-15
396	-4.95	4.75	0.441409	2.14178e-15
397	-4.95	4.8	0.0936971	7.65187e-16
398	-4.95	4.85	0.189329	-1.7833e-16
399	-4.95	4.9	0.163521	-3.18599e-15
400	-4.95	4.95	0.203015	2.00833e-15
401	-4.95	5	0.606233	-8.40452e-15
402	-4.9	-5	1.68655	3.39659e-15
403	-4.9	-4.95	2.05872	-1.71278e-15
404	-4.9	-4.9	1.46722	-8.87419e-15
405	-4.9	-4.85	0.630388	1.46301e-14
406	-4.9	-4.8	0.259597	9.33312e-15
407	-4.9	-4.75	0.435138	-5.58364e-16
408	-4.9	-4.7	0.499132	-1.06888e-14
409	-4.9	-4.65	0.812045	7.89594e-15
410	-4.9	-4.6	1.29503	1.05111e-15
411	-4.9	-4.55	0.763196	-4.37996e-15
412	-4.9	-4.5	0.0566609	2.99283e-16
413	-4.9	-4.45	0.195069	-4.81694e-15
414	-4.9	-4.4	0.151617	-2.56904e-15
415	-4.9	-4.35	0.0400964	-1.00345e-15
416	-4.9	-4.3	0.45573	4.34921e-15
417	-4.9	-4.25	0.455858	9.97032e-17
418	-4.9	-4.2	0.0841325	8.01356e-16
419	-4.9	-4.15	0.0496694	-2.01219e-15
420	-4.9	-4.1	0.0242191	-1.51242e-15
421	-4.9	-4.05	0.177946	-2.96555e-15
422	-4.9	-4	0.724637	5.93453e-15
423	-4.9	-3.95	0.903059	-3.40825e-15
424	-4.9	-3.9	0.532827	-5.76969e-16
425	-4.9	-3.85	0.140885	1.03567e-14
426	-4.9	-3.8	0.0102214	1.10211e-15
427	-4.9	-3.75	0.104781	4.16984e-16
428	-4.9	-3.7	0.117656	-5.60415e-15
429	-4.9	-3.65	0.0444845	7.66531e-16
430	-4.9	-3.6	0.123217	-5.06119e-15
431	-4.9	-3.55	0.216815	-1.95469e-15
432	-4.9	-3.5	0.269881	4.84166e-15
433	-4.9	-3.45	0.266256	1.2467e-15
434	-4.9	-3.4	0.0836404	-2.66263e-15
435	-4.9	-3.35	0.0425567	7.93983e-16
436	-4.9	-3.3	0.15854	-2.26685e-16
437	-4.9	-3.25	0.0624265	1.86713e-15
438	-4.9	-3.2	0.0941263	7.02953e-16
439	-4.9	-3.15	0.347496	2.76511e-15
440	-4.9	-3.1	0.33466	5.27005e-15
441	-4.9	-3.05	0.30257	-1.04821e-16
442	-4.9	-3	0.40901	7.39495e-15
443	-4.9	-2.95	0.222982	4.52199e-15
444	-4.9	-2.9	0.0235987	-8.90173e-16
445	-4.9	-2.85	0.152573	-5.72346e-15
446	-4.9	-2.8	0.210446	-1.86019e-15
447	-4.9	-2.75	0.0905363	8.82107e-17
448	-4.9	-2.7	0.0180861	-1.39693e-15
449	-4.9	-2.65	0.00073823	3.65593e-17
450	-4.9	-2.6	0.0423514	1.69964e-15
451	-4.9	-2.55	0.074808	6.06199e-16
452	-4.9	-2.5	0.0214436	-6.72422e-16
453	-4.9	-2.45	0.0199387	4.1191e-16
454	-4.9	-2.4	0.0781356	-5.81219e-16
455	-4.9	-2.35	0.0620125	1.58905e-15
456	-4.9	-2.3	0.0189842	-6.54533e-16
457	-4.9	-2.25	0.0370111	-3.6607e-16
458	-4.9	-2.2	0.0970713	1.30282e-15
459	-4.9	-2.15	0.169568	-5.16904e-16
460	-4.9	-2.1	0.22649	1.96655e-15
461	-4.9	-2.05	0.202191	6.79058e-16
462	-4.9	-2	0.0926095	1.20832e-15
463	-4.9	-1.95	0.0119276	1.00506e-16
464	-4.9	-1.9	0.00199358	5.35813e-17
465	-4.9	-1.85	0.0240604	-1.33953e-16
466	-4.9	-1.8	0.051398	1.47506e-16
467	-4.9	-1.75	0.0133794	1.37509e-16
468	-4.9	-1.7	0.0740295	-2.1175e-15
469	-4.9	-1.65	0.376687	1.35163e-15
470	-4.9	-1.6	0.42975	9.43413e-16
471	-4.9	-1.55	0.111289	-7.62991e-16
472	-4.9	-1.5	0.0377482	7.08426e-16
473	-4.9	-1.45	0.107882	-3.69241e-15
474	-4.9	-1.4	0.0325129	9.81732e-17
475	-4.9	-1.35	0.164908	2.01821e-15
476	-4.9	-1.3	0.27578	2.96312e-17
477	-4.9	-1.25	0.0897328	1.28564e-15
478	-4.9	-1.2	0.053018	9.50563e-16
479	-4.9	-1.15	0.126515	5.71358e-16
480	-4.9	-1.1	0.288187	6.45087e-15
481	-4.9	-1.05	0.688784	-1.28555e-14
482	-4.9	-1	0.587011	-3.84129e-15
483	-4.9	-0.95	0.0734341	1.71521e-17
484	-4.9	-0.9	0.0873573	-6.29698e-15
485	-4.9	-0.85	0.194707	6.15968e-16
486	-4.9	-0.8	0.206388	7.79538e-15
487	-4.9	-0.75	0.551431	5.45485e-15
488	-4.9	-0.7	0.436284	-4.69555e-15
489	-4.9	-0.65	0.0115873	-4.33366e-16
490	-4.9	-0.6	0.463304	-4.82329e-15
491	-4.9	-0.55	1.07685	-1.96887e-14
492	-4.9	-0.5	0.97571	-6.52023e-16
493	-4.9	-0.45	0.603563	-2.34802e-14
494	-4.9	-0.4	0.224799	2.83928e-15
495	-4.9	-0.35	0.116205	-1.79966e-15
496	-4.9	-0.3	0.211614	3.7195e-15
497	-4.9	-0.25	0.0580782	3.12383e-15
498	-4.9	-0.2	0.1424	-8.70745e-15
499	-4.9	-0.15	0.455901	2.01662e-15
500	-4.9	-0.1	0.295803	-4.70811e-15
501	-4.9	-0.05	0.090808	-1.33512e-15
502	-4.9	0	0.0542082	-2.10517e-15
503	-4.9	0.05	0.0204604	2.47948e-16
504	-4.9	0.1	0.326342	-3.24576e-15
505	-4.9	0.15	0.356153	8.04071e-15
506	-4.9	0.2	0.0597805	2.12161e-15
507	-4.9	0.25	0.427897	-5.21546e-15
508	-4.9	0.3	0.485721	1.07006e-14
509	-4.9	0.35	0.0054329	3.84697e-16
510	-4.9	0.4	0.851732	-1.61659e-14
511	-4.9	0.45	1.9245	8.47623e-15
512	-4.9	0.5	1.27462	3.33985e-15
513	-4.9	0.55	0.408058	-2.43095e-15
514	-4.9	0.6	0.355225	3.99076e-15
515	-4.9	0.65	0.247923	2.92492e-15
516	-4.9	0.7	0.0632217	-2.02839e-15
517	-4.9	0.75	0.0107085	7.80409e-16
518	-4.9	0.8	0.0193288	-3.43887e-16
519	-4.9	0.85	0.112317	-8.14214e-16
520	-4.9	0.9	0.0825041	-6.57547e-16
521	-4.9	0.95	0.0616825	-1.06564e-15
522	-4.9	1	0.120372	8.90434e-16
523	-4.9	1.05	0.028574	1.00367e-15
524	-4.9	1.1	0.142126	-8.18852e-15
525	-4.9	1.15	0.346766	1.24714e-15
526	-4.9	1.2	0.129072	-3.9012e-15
527	-4.9	1.25	0.0471789	-5.17273e-16
528	-4.9	1.3	0.227728	7.30254e-16
529	-4.9	1.35	0.133615	-2.40728e-15
530	-4.9	1.4	0.228141	4.43027e-16
531	-4.9	1.45	0.543105	-1.38043e-15
532	-4.9	1.5	0.338676	3.02935e-15
533	-4.9	1.55	0.0170163	-3.01105e-16
534	-4.9	1.6	0.106766	9.10556e-16
535	-4.9	1.65	0.189658	2.83085e-15
536	-4.9	1.7	0.0990028	2.0383e-16
537	-4.9	1.75	0.0283643	-1.14557e-15
538	-4.9	1.8	0.0344769	5.59665e-16
539	-4.9	1.85	0.103532	-6.53167e-16
540	-4.9	1.9	0.0924764	7.1386e-16
541	-4.9	1.95	0.00993498	2.79768e-16
542	-4.9	2	0.0390799	-2.93164e-15
543	-4.9	2.05	0.0959769	-4.18524e-16
544	-4.9	2.1	0.0565175	-1.93086e-15
545	-4.9	2.15	0.0173616	9.15067e-17
546	-4.9	2.2	0.0437839	-2.9064e-15
547	-4.9	2.25	0.109173	-4.8579e-15
548	-4.9	2.3	0.189341	3.8036e-16
549	-4.9	2.35	0.25136	-9.51149e-16
550	-4.9	2.4	0.232392	6.84674e-16
551	-4.9	2.45	0.117915	1.89757e-15
552	-4.9	2.5	0.0157725	-2.09034e-16
553	-4.9	2.55	0.00790019	7.14706e-17
554	-4.9	2.6	0.0486121	-7.78023e-16
555	-4.9	2.65	0.0468519	-6.54121e-16
556	-4.9	2.7	0.000781453	3.57949e-16
557	-4.9	2.75	0.0862343	-1.57655e-15
558	-4.9	2.8	0.296639	-3.26555e-15
559	-4.9	2.85	0.305466	-1.6685e-15
560	-4.9	2.9	0.125348	2.04104e-15
561	-4.9	2.95	0.0554959	2.74368e-16
562	-4.9	3	0.0833641	5.28633e-16
563	-4.9	3.05	0.186666	9.33211e-16
564	-4.9	3.1	0.386187	5.48983e-15
565	-4.9	3.15	0.412631	-5.90748e-15
566	-4.9	3.2	0.211253	6.75192e-15
567	-4.9	3.25	0.0861218	-2.19125e-15
568	-4.9	3.3	0.136332	-6.46358e-16
