#legend:
#N	qx	qy	re	im
9992	-2.55	2.15	5.42162	2.10296e-14
9993	-2.55	2.2	2.04544	2.87588e-14
9994	-2.55	2.25	0.263519	3.01438e-14
9995	-2.55	2.3	0.00580089	-8.56953e-17
9996	-2.55	2.35	0.0820737	-6.3647e-16
9997	-2.55	2.4	0.756008	5.56629e-16
9998	-2.55	2.45	3.11489	-9.36495e-15
9999	-2.55	2.5	4.65484	-3.3678e-14
10000	-2.55	2.55	2.10333	2.585e-14
10001	-2.55	2.6	0.262096	-2.61848e-15
10002	-2.55	2.65	4.42906	-1.32332e-13
10003	-2.55	2.7	9.46874	-7.8465e-14
10004	-2.55	2.75	8.59353	-1.41363e-14
10005	-2.55	2.8	3.39224	-1.49416e-14
10006	-2.55	2.85	0.197683	6.99319e-15
10007	-2.55	2.9	1.16693	2.55198e-14
10008	-2.55	2.95	1.84168	-1.68348e-14
10009	-2.55	3	0.391959	2.14421e-14
10010	-2.55	3.05	0.182349	-1.72781e-14
10011	-2.55	3.1	0.766431	4.01727e-15
10012	-2.55	3.15	0.253807	5.8e-15
10013	-2.55	3.2	0.382242	9.93611e-15
10014	-2.55	3.25	0.811438	-6.9843e-15
10015	-2.55	3.3	0.365277	-2.31369e-15
10016	-2.55	3.35	0.517527	1.28667e-14
10017	-2.55	3.4	0.745897	2.01302e-15
10018	-2.55	3.45	0.152899	-8.86444e-16
10019	-2.55	3.5	0.182235	-5.81787e-15
10020	-2.55	3.55	0.51974	4.21711e-15
10021	-2.55	3.6	0.279541	-2.77998e-15
10022	-2.55	3.65	0.212598	1.27016e-15
10023	-2.55	3.7	0.267325	7.57983e-15
10024	-2.55	3.75	0.307051	-4.05986e-15
10025	-2.55	3.8	0.599252	2.88654e-15
10026	-2.55	3.85	0.549675	-3.52552e-15
10027	-2.55	3.9	0.169942	-9.83588e-17
10028	-2.55	3.95	0.0139589	-2.50698e-15
10029	-2.55	4	0.0403715	6.90116e-16
10030	-2.55	4.05	0.238315	2.13835e-15
10031	-2.55	4.1	0.311426	1.30534e-15
10032	-2.55	4.15	0.0698848	1.98739e-15
10033	-2.55	4.2	0.0622038	3.02228e-15
10034	-2.55	4.25	0.236067	6.4742e-15
10035	-2.55	4.3	0.246018	3.98496e-15
10036	-2.55	4.35	0.300071	-5.03755e-15
10037	-2.55	4.4	0.284722	5.64965e-15
10038	-2.55	4.45	0.093829	-3.37304e-15
10039	-2.55	4.5	0.00327904	-3.34281e-16
10040	-2.55	4.55	0.000141557	8.9425e-17
10041	-2.55	4.6	0.021024	-3.46468e-16
10042	-2.55	4.65	0.0594179	1.90343e-16
10043	-2.55	4.7	0.036379	7.06206e-16
10044	-2.55	4.75	0.0244056	1.76725e-16
10045	-2.55	4.8	0.0461177	1.96011e-15
10046	-2.55	4.85	0.124058	3.55532e-15
10047	-2.55	4.9	0.198769	-3.87791e-15
10048	-2.55	4.95	0.0644244	-3.54057e-16
10049	-2.55	5	0.0703863	2.7929e-16
10050	-2.5	-5	0.067468	-6.1149e-17
10051	-2.5	-4.95	0.0360592	-9.00972e-16
10052	-2.5	-4.9	0.0199963	3.93218e-16
10053	-2.5	-4.85	0.0110838	2.42818e-16
10054	-2.5	-4.8	0.0293604	-3.20577e-16
10055	-2.5	-4.75	0.0759677	2.06783e-15
10056	-2.5	-4.7	0.177686	-5.64306e-16
10057	-2.5	-4.65	0.324624	5.8157e-15
10058	-2.5	-4.6	0.356326	-6.15567e-16
10059	-2.5	-4.55	0.215312	-4.09599e-15
10060	-2.5	-4.5	0.120577	2.74988e-15
10061	-2.5	-4.45	0.11304	-1.14331e-15
10062	-2.5	-4.4	0.0199037	9.80466e-16
10063	-2.5	-4.35	0.0741201	-6.64802e-15
10064	-2.5	-4.3	0.35557	7.65794e-16
10065	-2.5	-4.25	0.253849	-1.04291e-14
10066	-2.5	-4.2	0.0457506	1.54815e-15
10067	-2.5	-4.15	0.778678	-2.15756e-15
10068	-2.5	-4.1	1.75867	1.57349e-14
10069	-2.5	-4.05	1.60922	-2.83423e-14
10070	-2.5	-4	0.746598	-2.09868e-14
10071	-2.5	-3.95	0.144942	7.69653e-15
10072	-2.5	-3.9	0.32313	-1.7597e-14
10073	-2.5	-3.85	1.29003	5.80612e-16
10074	-2.5	-3.8	1.65457	-1.46169e-14
10075	-2.5	-3.75	0.723317	-1.89966e-14
10076	-2.5	-3.7	0.0143878	7.41312e-16
10077	-2.5	-3.65	0.254742	6.05137e-16
10078	-2.5	-3.6	0.953448	5.19636e-15
10079	-2.5	-3.55	1.81587	-4.79991e-15
10080	-2.5	-3.5	1.88993	2.62893e-15
10081	-2.5	-3.45	1.09263	1.63284e-14
10082	-2.5	-3.4	0.631336	-1.06941e-14
10083	-2.5	-3.35	0.261697	2.18776e-15
10084	-2.5	-3.3	0.070101	1.39143e-15
10085	-2.5	-3.25	0.936349	-2.89898e-15
10086	-2.5	-3.2	1.08506	3.72049e-14
10087	-2.5	-3.15	0.0836519	1.19547e-14
10088	-2.5	-3.1	1.52073	-2.0977e-15
10089	-2.5	-3.05	5.0851	2.62082e-14
10090	-2.5	-3	5.52133	4.83001e-14
10091	-2.5	-2.95	2.14224	-2.05324e-14
10092	-2.5	-2.9	0.331718	6.62343e-15
10093	-2.5	-2.85	2.42225	-4.73358e-14
10094	-2.5	-2.8	4.08534	2.98833e-14
10095	-2.5	-2.75	2.99353	6.67825e-14
10096	-2.5	-2.7	2.48043	-5.18196e-15
10097	-2.5	-2.65	2.76026	8.52192e-14
10098	-2.5	-2.6	1.32827	-2.03535e-15
10099	-2.5	-2.55	0.338127	-1.28426e-15
10100	-2.5	-2.5	0.870749	5.09965e-15
10101	-2.5	-2.45	0.945536	-7.15118e-16
10102	-2.5	-2.4	2.99091	4.05387e-14
10103	-2.5	-2.35	7.30564	8.29475e-15
10104	-2.5	-2.3	7.33871	-2.36999e-14
10105	-2.5	-2.25	2.6945	-4.35856e-14
10106	-2.5	-2.2	0.0795239	5.54947e-15
10107	-2.5	-2.15	0.664607	-4.83584e-14
10108	-2.5	-2.1	1.2549	-4.16708e-14
10109	-2.5	-2.05	1.66798	4.64621e-14
10110	-2.5	-2	3.04152	-1.36183e-14
10111	-2.5	-1.95	4.10215	-5.20106e-14
10112	-2.5	-1.9	2.65012	1.40445e-13
10113	-2.5	-1.85	0.276631	2.73215e-14
10114	-2.5	-1.8	1.41342	-2.87863e-14
10115	-2.5	-1.75	5.76705	1.32947e-13
10116	-2.5	-1.7	7.95151	1.18972e-14
10117	-2.5	-1.65	5.54186	-2.31722e-14
10118	-2.5	-1.6	1.70524	-2.13029e-14
10119	-2.5	-1.55	0.0288941	-6.29965e-16
10120	-2.5	-1.5	0.374292	-1.71709e-14
10121	-2.5	-1.45	0.81506	-2.78648e-14
10122	-2.5	-1.4	0.92098	1.29581e-14
10123	-2.5	-1.35	0.758523	2.71701e-16
10124	-2.5	-1.3	0.184027	1.93257e-15
10125	-2.5	-1.25	0.0902073	-6.34137e-15
10126	-2.5	-1.2	0.667087	-1.31553e-14
10127	-2.5	-1.15	0.783345	4.19048e-15
10128	-2.5	-1.1	0.494371	2.14468e-15
10129	-2.5	-1.05	0.328722	-3.43336e-15
10130	-2.5	-1	0.0683911	-5.7232e-15
10131	-2.5	-0.95	0.0793621	5.84498e-15
10132	-2.5	-0.9	0.4763	-1.8954e-15
10133	-2.5	-0.85	0.428612	1.88825e-16
10134	-2.5	-0.8	0.0591039	-3.22416e-15
10135	-2.5	-0.75	0.0538851	1.18499e-15
10136	-2.5	-0.7	0.161794	-1.86964e-15
10137	-2.5	-0.65	0.0878851	1.7066e-15
10138	-2.5	-0.6	0.038601	2.72191e-15
10139	-2.5	-0.55	0.0730727	-1.52827e-15
10140	-2.5	-0.5	0.152462	1.69619e-15
10141	-2.5	-0.45	0.311515	-3.45221e-15
10142	-2.5	-0.4	0.383253	1.03602e-15
10143	-2.5	-0.35	0.183869	-2.22212e-15
10144	-2.5	-0.3	0.0549837	1.42942e-15
10145	-2.5	-0.25	0.318119	-5.68341e-15
10146	-2.5	-0.2	0.460365	-1.16144e-14
10147	-2.5	-0.15	0.167958	-1.59647e-15
10148	-2.5	-0.1	0.0202621	-1.17338e-16
10149	-2.5	-0.05	0.152957	-6.90004e-15
10150	-2.5	0	0.124052	-1.21799e-15
10151	-2.5	0.05	0.068194	-3.0717e-15
10152	-2.5	0.1	0.350637	-2.44844e-15
10153	-2.5	0.15	0.693491	9.52816e-15
10154	-2.5	0.2	0.517251	-1.70799e-14
10155	-2.5	0.25	0.176119	-2.87696e-15
10156	-2.5	0.3	0.691316	-1.72919e-14
10157	-2.5	0.35	1.47621	3.17298e-15
10158	-2.5	0.4	1.10927	-4.17982e-14
10159	-2.5	0.45	0.246868	-6.48525e-15
10160	-2.5	0.5	0.0834601	8.15266e-16
10161	-2.5	0.55	0.309766	7.19506e-15
10162	-2.5	0.6	0.57877	2.02113e-14
10163	-2.5	0.65	0.68362	-3.02103e-15
10164	-2.5	0.7	0.334931	3.02894e-16
10165	-2.5	0.75	0.016584	1.17589e-15
10166	-2.5	0.8	0.178005	-2.87251e-15
10167	-2.5	0.85	0.978845	3.51234e-14
10168	-2.5	0.9	2.15841	1.43679e-14
10169	-2.5	0.95	2.35024	-7.24e-15
10170	-2.5	1	1.47571	-1.63467e-14
10171	-2.5	1.05	0.851669	-8.88286e-15
10172	-2.5	1.1	0.307813	-1.33082e-14
10173	-2.5	1.15	0.149611	-1.05343e-14
10174	-2.5	1.2	1.01323	3.07962e-14
10175	-2.5	1.25	0.891723	1.44721e-14
10176	-2.5	1.3	0.0153529	-1.94037e-15
10177	-2.5	1.35	1.91542	-4.4256e-14
10178	-2.5	1.4	5.15554	-4.4234e-14
10179	-2.5	1.45	4.83636	-2.3663e-14
10180	-2.5	1.5	1.58783	6.51274e-14
10181	-2.5	1.55	0.469669	2.15385e-14
10182	-2.5	1.6	2.69075	3.28833e-15
10183	-2.5	1.65	3.97896	1.45461e-15
10184	-2.5	1.7	2.78075	-4.73617e-14
10185	-2.5	1.75	2.43097	-2.79462e-14
10186	-2.5	1.8	2.59598	-4.25351e-14
10187	-2.5	1.85	1.06296	-7.33439e-15
10188	-2.5	1.9	0.334403	-1.68042e-14
10189	-2.5	1.95	0.94512	-1.4727e-14
10190	-2.5	2	1.05768	-1.16326e-14
10191	-2.5	2.05	3.46955	8.3209e-15
10192	-2.5	2.1	7.54714	4.04742e-14
10193	-2.5	2.15	6.74414	-1.56829e-14
10194	-2.5	2.2	2.06208	6.59782e-14
10195	-2.5	2.25	0.0427888	3.57223e-16
10196	-2.5	2.3	0.791864	-1.47516e-14
10197	-2.5	2.35	1.29944	-3.7231e-14
10198	-2.5	2.4	1.83698	1.69515e-14
10199	-2.5	2.45	3.27254	-2.78446e-14
10200	-2.5	2.5	4.01074	-4.84276e-14
10201	-2.5	2.55	2.2255	2.65064e-14
10202	-2.5	2.6	0.152986	7.55476e-15
10203	-2.5	2.65	1.93151	1.95653e-14
10204	-2.5	2.7	6.48908	-1.32227e-13
10205	-2.5	2.75	8.40503	-9.02106e-14
10206	-2.5	2.8	5.61952	-6.0895e-14
10207	-2.5	2.85	1.59476	2.05838e-15
10208	-2.5	2.9	0.0123044	1.17749e-15
10209	-2.5	2.95	0.487268	-1.00448e-14
10210	-2.5	3	1.02731	2.03847e-14
10211	-2.5	3.05	1.1762	-5.27902e-15
10212	-2.5	3.1	0.793251	5.72892e-17
10213	-2.5	3.15	0.0934559	-5.34828e-15
10214	-2.5	3.2	0.221805	-4.95051e-15
10215	-2.5	3.25	0.86527	-2.81494e-15
10216	-2.5	3.3	0.897112	1.47212e-14
10217	-2.5	3.35	0.660156	1.73929e-14
10218	-2.5	3.4	0.405674	-8.53076e-15
10219	-2.5	3.45	0.0304036	6.40286e-16
10220	-2.5	3.5	0.211284	1.28647e-14
10221	-2.5	3.55	0.70969	-2.37258e-15
10222	-2.5	3.6	0.52848	1.8209e-15
10223	-2.5	3.65	0.0662086	1.76725e-15
10224	-2.5	3.7	0.0549809	9.22049e-16
10225	-2.5	3.75	0.167638	-2.48274e-15
10226	-2.5	3.8	0.0795461	3.46299e-15
10227	-2.5	3.85	0.00205294	-4.62694e-16
10228	-2.5	3.9	0.0726128	-5.03113e-16
10229	-2.5	3.95	0.225272	1.51064e-15
10230	-2.5	4	0.370922	-2.10036e-15
10231	-2.5	4.05	0.346993	-6.22905e-15
10232	-2.5	4.1	0.121349	-6.5118e-15
10233	-2.5	4.15	0.00121843	1.0764e-16
10234	-2.5	4.2	0.095879	-6.07383e-15
10235	-2.5	4.25	0.152352	-2.08917e-15
10236	-2.5	4.3	0.127736	3.16912e-15
10237	-2.5	4.35	0.0885258	-3.35071e-15
10238	-2.5	4.4	0.0172904	8.74734e-17
10239	-2.5	4.45	0.017903	9.50021e-16
10240	-2.5	4.5	0.0819552	1.10476e-15
10241	-2.5	4.55	0.113508	-9.52146e-16
10242	-2.5	4.6	0.145783	1.0885e-15
10243	-2.5	4.65	0.127984	3.10212e-16
10244	-2.5	4.7	0.074833	-7.87651e-16
10245	-2.5	4.75	0.0822855	2.53807e-15
10246	-2.5	4.8	0.103714	2.68149e-15
10247	-2.5	4.85	0.188273	1.76773e-15
10248	-2.5	4.9	0.21802	-3.49362e-15
10249	-2.5	4.95	0.0287526	-2.82866e-15
10250	-2.5	5	0.136844	-4.35225e-15
10251	-2.45	-5	0.0628487	-3.84415e-15
10252	-2.45	-4.95	0.0170864	7.54605e-16
10253	-2.45	-4.9	0.019802	2.10244e-15
10254	-2.45	-4.85	0.0412941	-1.11391e-15
10255	-2.45	-4.8	0.0881806	1.80858e-15
10256	-2.45	-4.75	0.158864	1.68745e-15
10257	-2.45	-4.7	0.26791	9.74177e-16
10258	-2.45	-4.65	0.371996	3.10919e-15
10259	-2.45	-4.6	0.348202	-3.11331e-15
10260	-2.45	-4.55	0.196703	1.84241e-15
10261	-2.45	-4.5	0.0923699	3.36996e-15
10262	-2.45	-4.45	0.0754239	-1.95373e-16
10263	-2.45	-4.4	0.0284749	-1.53306e-16
10264	-2.45	-4.35	0.0391026	-1.21418e-15
10265	-2.45	-4.3	0.120508	3.75438e-16
10266	-2.45	-4.25	0.0574963	1.9997e-16
10267	-2.45	-4.2	0.0836027	-4.07365e-15
10268	-2.45	-4.15	0.409492	6.07405e-15
10269	-2.45	-4.1	0.690939	-4.94934e-15
10270	-2.45	-4.05	0.979118	-1.37244e-14
10271	-2.45	-4	1.0767	-1.3751e-14
10272	-2.45	-3.95	0.356882	-7.59922e-15
10273	-2.45	-3.9	0.104213	-8.42017e-15
10274	-2.45	-3.85	1.43146	-1.23111e-14
10275	-2.45	-3.8	2.19332	-5.70897e-15
10276	-2.45	-3.75	1.23834	2.45991e-14
10277	-2.45	-3.7	0.312091	6.69412e-15
10278	-2.45	-3.65	0.0771568	9.75847e-16
10279	-2.45	-3.6	0.398477	2.09315e-14
10280	-2.45	-3.55	1.13271	1.98327e-14
10281	-2.45	-3.5	0.944972	-3.16869e-16
10282	-2.45	-3.45	0.112897	-1.16295e-14
10283	-2.45	-3.4	0.187886	-3.46478e-15
10284	-2.45	-3.35	0.533719	1.60582e-14
10285	-2.45	-3.3	0.749081	-2.16192e-15
10286	-2.45	-3.25	1.13023	2.4299e-15
10287	-2.45	-3.2	0.816956	4.44457e-15
10288	-2.45	-3.15	1.0882	-1.81148e-14
10289	-2.45	-3.1	3.12598	1.0622e-14
10290	-2.45	-3.05	3.7365	1.5286e-14
10291	-2.45	-3	2.06618	-1.23838e-14
10292	-2.45	-2.95	1.54862	1.33677e-15
10293	-2.45	-2.9	2.35889	-4.96035e-15
10294	-2.45	-2.85	2.24451	1.0511e-14
10295	-2.45	-2.8	1.12196	-1.08966e-15
10296	-2.45	-2.75	0.49834	3.49924e-14
10297	-2.45	-2.7	1.78024	6.6759e-14
10298	-2.45	-2.65	3.3317	-6.65971e-14
10299	-2.45	-2.6	2.38669	-5.40358e-14
10300	-2.45	-2.55	0.764108	-2.71112e-14
10301	-2.45	-2.5	0.453503	8.39389e-15
10302	-2.45	-2.45	0.121758	-1.36158e-15
10303	-2.45	-2.4	0.984371	1.05981e-14
10304	-2.45	-2.35	3.53747	6.91799e-14
10305	-2.45	-2.3	3.46124	6.82358e-15
10306	-2.45	-2.25	1.16044	3.23782e-15
10307	-2.45	-2.2	1.68661	5.32096e-14
10308	-2.45	-2.15	3.80778	3.17541e-16
10309	-2.45	-2.1	3.7588	1.91213e-14
10310	-2.45	-2.05	2.82127	-4.41525e-14
10311	-2.45	-2	2.68245	4.82035e-14
10312	-2.45	-1.95	2.50037	-1.27368e-14
10313	-2.45	-1.9	1.97466	3.24287e-14
10314	-2.45	-1.85	1.4891	-1.28664e-14
10315	-2.45	-1.8	1.19116	6.77275e-15
10316	-2.45	-1.75	1.41202	-1.39899e-14
10317	-2.45	-1.7	2.21363	5.60454e-15
10318	-2.45	-1.65	2.76371	3.43683e-15
10319	-2.45	-1.6	1.99318	2.88308e-14
10320	-2.45	-1.55	0.418747	-2.39459e-14
10321	-2.45	-1.5	0.250557	1.92958e-14
10322	-2.45	-1.45	2.01511	-1.62962e-14
10323	-2.45	-1.4	3.2831	2.58244e-14
10324	-2.45	-1.35	2.46613	-6.83754e-15
10325	-2.45	-1.3	0.857203	6.48002e-15
10326	-2.45	-1.25	0.046748	-2.27427e-15
10327	-2.45	-1.2	0.133873	-4.16694e-15
10328	-2.45	-1.15	0.525334	1.23491e-14
10329	-2.45	-1.1	0.68739	-2.16303e-15
10330	-2.45	-1.05	0.414754	3.50145e-15
10331	-2.45	-1	0.0498707	-3.19146e-16
10332	-2.45	-0.95	0.0722167	7.10721e-15
10333	-2.45	-0.9	0.363697	-8.73841e-15
10334	-2.45	-0.85	0.356974	-1.23528e-14
10335	-2.45	-0.8	0.0604658	3.31042e-15
10336	-2.45	-0.75	0.125356	1.20962e-15
10337	-2.45	-0.7	0.547018	-1.16571e-14
10338	-2.45	-0.65	0.57108	1.24295e-14
10339	-2.45	-0.6	0.152406	-2.25839e-15
10340	-2.45	-0.55	0.0362166	-1.16779e-15
10341	-2.45	-0.5	0.46228	-2.09365e-14
10342	-2.45	-0.45	0.880333	1.12423e-14
10343	-2.45	-0.4	0.725311	6.09018e-16
10344	-2.45	-0.35	0.179442	3.29773e-15
10345	-2.45	-0.3	0.0411738	6.62286e-15
10346	-2.45	-0.25	0.482424	5.32343e-17
10347	-2.45	-0.2	0.738978	5.89209e-15
10348	-2.45	-0.15	0.467363	8.87366e-15
10349	-2.45	-0.1	0.132937	1.12277e-14
10350	-2.45	-0.05	0.013723	-2.97136e-16
10351	-2.45	0	0.0102882	6.72726e-16
10352	-2.45	0.05	0.117682	1.05725e-14
10353	-2.45	0.1	0.359851	1.28398e-15
10354	-2.45	0.15	0.55044	2.62588e-15
10355	-2.45	0.2	0.485713	1.5799e-15
10356	-2.45	0.25	0.292311	1.9337e-15
10357	-2.45	0.3	0.241152	1.41626e-15
10358	-2.45	0.35	0.387314	5.14569e-15
10359	-2.45	0.4	0.614466	9.40177e-15
10360	-2.45	0.45	0.553062	2.60509e-15
10361	-2.45	0.5	0.0967804	5.67521e-15
10362	-2.45	0.55	0.176844	5.50107e-15
10363	-2.45	0.6	1.12864	4.50619e-14
10364	-2.45	0.65	1.60808	-5.43894e-15
10365	-2.45	0.7	1.06713	1.67089e-14
10366	-2.45	0.75	0.345913	-5.97142e-15
10367	-2.45	0.8	3.55666e-05	-7.96108e-16
10368	-2.45	0.85	0.506723	-7.42384e-15
10369	-2.45	0.9	1.37783	5.2916e-15
10370	-2.45	0.95	1.06156	3.10656e-14
10371	-2.45	1	0.149508	7.25145e-15
10372	-2.45	1.05	0.0845509	-7.76985e-15
10373	-2.45	1.1	0.307145	2.95635e-15
10374	-2.45	1.15	0.629024	1.57341e-14
10375	-2.45	1.2	0.994121	7.77369e-15
10376	-2.45	1.25	0.588789	1.28053e-14
10377	-2.45	1.3	1.01785	-1.97132e-14
10378	-2.45	1.35	3.01564	-3.47287e-14
10379	-2.45	1.4	3.32673	1.98637e-16
10380	-2.45	1.45	1.75942	-1.32407e-14
10381	-2.45	1.5	1.57337	-1.03138e-14
10382	-2.45	1.55	2.39444	3.45302e-14
10383	-2.45	1.6	2.10323	-2.428e-15
10384	-2.45	1.65	0.923893	1.91379e-14
10385	-2.45	1.7	0.560583	-3.31049e-14
10386	-2.45	1.75	2.12687	3.89889e-15
10387	-2.45	1.8	3.37958	3.9539e-14
10388	-2.45	1.85	2.05363	4.0974e-14
10389	-2.45	1.9	0.629131	1.709e-14
10390	-2.45	1.95	0.46896	6.40026e-16
10391	-2.45	2	0.131639	7.67971e-15
10392	-2.45	2.05	1.29273	-5.15117e-15
10393	-2.45	2.1	3.74225	5.3842e-14
10394	-2.45	2.15	3.1224	9.32379e-15
10395	-2.45	2.2	0.993462	2.16086e-14
10396	-2.45	2.25	2.00024	-9.26951e-14
10397	-2.45	2.3	3.9293	-8.92216e-15
10398	-2.45	2.35	3.61683	3.73127e-14
10399	-2.45	2.4	2.80381	2.58042e-14
10400	-2.45	2.45	2.70595	-1.62494e-13
10401	-2.45	2.5	2.44321	3.10418e-14
10402	-2.45	2.55	1.90669	-2.83037e-14
10403	-2.45	2.6	1.40165	-7.55953e-15
10404	-2.45	2.65	1.12662	3.99117e-15
10405	-2.45	2.7	1.51379	-2.34101e-16
10406	-2.45	2.75	2.53376	-1.76323e-14
10407	-2.45	2.8	3.14017	-1.23642e-14
10408	-2.45	2.85	2.16159	-3.15817e-14
10409	-2.45	2.9	0.40469	-1.88374e-14
10410	-2.45	2.95	0.397976	6.01719e-15
10411	-2.45	3	2.41777	-3.55268e-14
10412	-2.45	3.05	3.59056	-3.27145e-14
10413	-2.45	3.1	2.43719	5.22626e-14
10414	-2.45	3.15	0.696139	-3.58441e-14
10415	-2.45	3.2	0.0150349	3.65389e-15
10416	-2.45	3.25	0.25895	-1.934e-15
10417	-2.45	3.3	0.765479	-4.57794e-16
10418	-2.45	3.35	0.93728	2.59098e-15
10419	-2.45	3.4	0.521106	2.5431e-15
10420	-2.45	3.45	0.0555078	-4.39579e-15
10421	-2.45	3.5	0.0853738	-1.04786e-14
10422	-2.45	3.55	0.376746	9.28051e-15
10423	-2.45	3.6	0.413714	-1.13014e-14
10424	-2.45	3.65	0.153485	-5.90296e-15
10425	-2.45	3.7	0.119353	-3.11886e-15
10426	-2.45	3.75	0.475237	-2.27327e-15
10427	-2.45	3.8	0.556353	-6.83767e-15
10428	-2.45	3.85	0.170997	5.39083e-15
10429	-2.45	3.9	0.0226777	1.23035e-15
10430	-2.45	3.95	0.313943	-7.06041e-15
10431	-2.45	4	0.535487	-2.71922e-15
10432	-2.45	4.05	0.419971	-8.57196e-15
10433	-2.45	4.1	0.156453	4.11515e-15
10434	-2.45	4.15	0.0537465	-1.89714e-15
10435	-2.45	4.2	0.116382	-4.16897e-16
10436	-2.45	4.25	0.109619	7.70651e-17
10437	-2.45	4.3	0.0439652	7.07594e-16
10438	-2.45	4.35	0.031469	8.92298e-16
10439	-2.45	4.4	0.0637438	3.76825e-16
10440	-2.45	4.45	0.147165	2.76914e-15
10441	-2.45	4.5	0.214978	-5.76405e-16
10442	-2.45	4.55	0.239041	1.67219e-15
10443	-2.45	4.6	0.281466	-3.35279e-15
10444	-2.45	4.65	0.248072	-1.11343e-15
10445	-2.45	4.7	0.15216	2.26568e-15
10446	-2.45	4.75	0.130689	1.72479e-15
10447	-2.45	4.8	0.127195	-7.52219e-16
10448	-2.45	4.85	0.165984	-1.13451e-16
10449	-2.45	4.9	0.204435	-5.21519e-15
10450	-2.45	4.95	0.0613706	6.09669e-16
10451	-2.45	5	0.0506758	1.29003e-15
10452	-2.4	-5	0.187947	-1.14058e-15
10453	-2.4	-4.95	0.297301	1.55475e-15
10454	-2.4	-4.9	0.272119	1.76465e-16
10455	-2.4	-4.85	0.148957	1.37195e-15
10456	-2.4	-4.8	0.186991	-6.87081e-16
10457	-2.4	-4.75	0.25749	2.20566e-15
10458	-2.4	-4.7	0.190502	-2.30324e-15
10459	-2.4	-4.65	0.0995525	-8.07991e-16
10460	-2.4	-4.6	0.0871928	1.33791e-16
10461	-2.4	-4.55	0.0985702	-2.4205e-15
10462	-2.4	-4.5	0.0555441	9.41955e-17
10463	-2.4	-4.45	0.0131838	1.16864e-15
10464	-2.4	-4.4	0.0168924	1.27394e-15
10465	-2.4	-4.35	0.0204377	1.53523e-17
10466	-2.4	-4.3	0.0391238	4.85376e-16
10467	-2.4	-4.25	0.0389701	-5.46134e-16
10468	-2.4	-4.2	0.0114817	2.19443e-16
10469	-2.4	-4.15	0.0421951	7.61283e-16
10470	-2.4	-4.1	0.10167	1.06282e-15
10471	-2.4	-4.05	0.310733	5.33523e-15
10472	-2.4	-4	0.548528	-1.15311e-15
10473	-2.4	-3.95	0.266934	-2.73627e-15
10474	-2.4	-3.9	0.0499166	3.5106e-15
10475	-2.4	-3.85	0.64592	6.06559e-15
10476	-2.4	-3.8	0.997628	-1.14088e-14
10477	-2.4	-3.75	0.729536	-8.46389e-15
10478	-2.4	-3.7	0.699306	-8.38674e-15
10479	-2.4	-3.65	0.459348	-1.07634e-14
10480	-2.4	-3.6	0.0239486	-2.32366e-15
10481	-2.4	-3.55	0.222497	3.65357e-15
10482	-2.4	-3.5	0.345869	-1.28783e-14
10483	-2.4	-3.45	0.50606	1.84078e-15
10484	-2.4	-3.4	1.50063	2.23532e-14
10485	-2.4	-3.35	1.87003	-7.12681e-15
10486	-2.4	-3.3	1.14264	1.31732e-14
10487	-2.4	-3.25	0.540509	7.2815e-15
10488	-2.4	-3.2	0.382153	7.03207e-15
10489	-2.4	-3.15	2.07352	9.67323e-14
10490	-2.4	-3.1	4.93391	-1.55237e-14
10491	-2.4	-3.05	4.137	-3.42605e-15
10492	-2.4	-3	0.707626	1.58056e-14
10493	-2.4	-2.95	0.45857	1.94502e-14
10494	-2.4	-2.9	1.98169	9.79153e-15
10495	-2.4	-2.85	1.41107	-9.13061e-15
10496	-2.4	-2.8	0.273675	6.4294e-15
10497	-2.4	-2.75	0.014644	-8.45909e-16
10498	-2.4	-2.7	0.277544	-1.22783e-14
10499	-2.4	-2.65	1.17888	3.11205e-15
10500	-2.4	-2.6	1.69134	-1.99175e-14
10501	-2.4	-2.55	1.24032	1.24492e-14
10502	-2.4	-2.5	0.739587	2.04984e-14
10503	-2.4	-2.45	0.300161	1.52336e-14
10504	-2.4	-2.4	0.133627	-1.97942e-14
10505	-2.4	-2.35	0.420704	4.70643e-15
10506	-2.4	-2.3	0.66037	-1.05832e-14
10507	-2.4	-2.25	2.19789	-6.34374e-14
10508	-2.4	-2.2	5.41057	-4.5113e-14
10509	-2.4	-2.15	6.76021	2.43742e-14
10510	-2.4	-2.1	5.18656	-2.72115e-14
10511	-2.4	-2.05	3.7476	-1.53709e-14
10512	-2.4	-2	3.18727	3.63987e-14
10513	-2.4	-1.95	2.34499	3.9831e-15
10514	-2.4	-1.9	1.54356	-1.73525e-14
10515	-2.4	-1.85	1.03095	1.88282e-14
10516	-2.4	-1.8	0.630505	-1.78189e-14
10517	-2.4	-1.75	0.494489	-2.27073e-14
10518	-2.4	-1.7	0.329694	6.79842e-15
10519	-2.4	-1.65	0.195688	2.16164e-15
10520	-2.4	-1.6	0.372401	7.58139e-15
10521	-2.4	-1.55	0.24841	8.93252e-16
10522	-2.4	-1.5	0.351037	-1.15799e-14
10523	-2.4	-1.45	1.94982	1.23954e-14
10524	-2.4	-1.4	3.52206	5.49769e-15
10525	-2.4	-1.35	3.04343	3.32204e-14
10526	-2.4	-1.3	1.5542	2.52353e-14
10527	-2.4	-1.25	0.535328	-1.16525e-14
